"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Change of Direction Count P60BIP"
"Gaëtan Robail";"G. Robail";"18410";"1994-01-09";"Racing White Daring Molenbeek";"2450";"BEL - 1B Pro League";"119";"2025/2026";"129";"Wide Attacker";"71,71";"42,64";"21,82";"20,82";"3";"0";"8951,67";"124,84";"1397,33";"515,33";"47,67";"93,67";"8,0";"609,0";"55,67";"27,83";"27,83";"88,33";"3,67";"72,67";"11,67";"2,33";"0,89";"1,0";"0,33";"null";"null";"37,33";"1,92";"2,86";"11235,53";"124,84";"1753,84";"646,81";"59,83";"117,56";"10,04";"764,38";"69,87";"110,87";"4,6";"91,21";"14,64";"2,93";"0,42";"46,86";"9330,92";"155,52";"1826,03";"680,13";"58,63";"129,46";"10,32";"809,59";"68,95";"94,75";"3,75";"70,36";"8,44";"3395,67";"155,65";"716,67";"317,67";"26,0";"58,0";"4,33";"375,67";"30,33";"35,67";"1,33";"25,0";"3,33";"0,67";"0,0";"17,67";"3235,33";"155,38";"581,0";"165,67";"15,67";"34,0";"3,0";"199,67";"18,67";"31,67";"1,33";"25,0";"2,67";"1,0";"0,33";"18,0";"4669,37";"155,65";"985,49";"436,82";"35,75";"79,76";"5,96";"516,58";"41,71";"49,05";"1,83";"34,38";"4,58";"0,92";"0,0";"24,29";"4661,37";"155,38";"837,09";"238,69";"22,57";"48,99";"4,32";"287,67";"26,89";"45,62";"1,92";"36,02";"3,84";"1,44";"0,48";"25,93";"0,47";"2,35";"50,19"
"Nsana Claudelion Etienne Simon";"N. Simon";"18416";"2000-03-11";"FK Sumgayit";"1766";"AZE - Premyer Liqa";"592";"2025/2026";"129";"Midfield";"45,56";"21,3";"11,46";"9,84";"7";"0";"5248,14";"115,18";"933,29";"393,57";"34,57";"98,86";"6,29";"492,43";"40,86";"27,74";"28,28";"57,43";"2,29";"44,29";"9,57";"1,14";"0,79";"null";"0,71";"1,6";"null";"24,86";"2,18";"2,96";"10366,3";"115,18";"1843,46";"777,39";"68,29";"195,27";"12,42";"972,66";"80,7";"113,43";"4,51";"87,47";"18,91";"2,26";"1,41";"49,1";"9908,45";"165,14";"2330,26";"1014,26";"86,1";"266,74";"14,89";"1281,0";"100,98";"112,25";"4,02";"72,42";"13,28";"1883,43";"164,32";"440,29";"191,86";"15,0";"52,86";"2,71";"244,71";"17,71";"19,57";"0,86";"13,57";"2,29";"0,29";"0,14";"10,14";"1634,86";"166,1";"387,14";"168,29";"15,57";"41,86";"2,57";"210,14";"18,14";"20,29";"0,57";"12,14";"2,43";"0,29";"0,14";"12,29";"4929,62";"164,32";"1152,39";"502,16";"39,26";"138,35";"7,1";"640,51";"46,36";"51,23";"2,24";"35,52";"5,98";"0,75";"0,37";"26,55";"4982,87";"166,1";"1179,97";"512,92";"47,46";"127,58";"7,84";"640,49";"55,3";"61,83";"1,74";"37,01";"7,4";"0,87";"0,44";"37,45";"0,8";"1,61";"63,16"
"Nsana Claudelion Etienne Simon";"N. Simon";"18416";"2000-03-11";"FK Sumgayit";"1766";"AZE - Premyer Liqa";"592";"2025/2026";"129";"Wide Attacker";"70,59";"38,0";"18,92";"19,08";"3";"0";"8537,0";"120,93";"1518,0";"655,67";"61,0";"170,33";"11,33";"826,0";"72,33";"28,3";"28,3";"97,33";"8,0";"75,67";"20,0";"6,67";"0,8";"null";"2,0";"1,84";"null";"39,67";"2,12";"3,0";"10883,72";"120,93";"1935,28";"835,9";"77,77";"217,16";"14,45";"1053,06";"92,22";"124,09";"10,2";"96,47";"25,5";"8,5";"2,55";"50,57";"9457,89";"157,63";"2105,79";"954,21";"87,89";"243,68";"16,32";"1197,89";"104,21";"114,74";"7,37";"78,42";"21,05";"2992,33";"158,14";"671,0";"291,67";"26,67";"82,0";"5,33";"373,67";"32,0";"36,33";"2,0";"25,0";"6,0";"2,0";"1,0";"15,33";"2997,67";"157,13";"662,67";"312,67";"29,0";"72,33";"5,0";"385,0";"34,0";"36,33";"2,67";"24,67";"7,33";"2,0";"0,33";"21,67";"4744,16";"158,14";"1063,83";"462,42";"42,28";"130,01";"8,46";"592,43";"50,73";"57,6";"3,17";"39,64";"9,51";"3,17";"1,59";"24,31";"4713,86";"157,13";"1042,05";"491,67";"45,6";"113,74";"7,86";"605,42";"53,47";"57,13";"4,19";"38,79";"11,53";"3,15";"0,52";"34,07";"2,11";"6,32";"58,42"
"Simeon Petrov";"S. Petrov";"18431";"2000-01-12";"FK Botev Plovdiv";"2551";"BGR - First League";"332";"2025/2026";"129";"Central Defender";"87,6";"47,02";"23,43";"23,59";"15";"0";"8557,13";"97,69";"881,6";"272,13";"25,8";"68,13";"3,73";"340,27";"29,53";"27,55";"29,6";"84,6";"3,87";"69,27";"7,2";"2,47";"0,75";"0,87";"0,6";"1,5";"null";"17,8";"2,31";"2,94";"8791,8";"97,69";"905,78";"279,6";"26,51";"70,0";"3,84";"349,6";"30,34";"86,92";"3,97";"71,17";"7,4";"2,53";"0,62";"18,29";"7546,23";"125,77";"953,61";"306,93";"28,07";"80,3";"3,74";"387,23";"31,82";"75,97";"3,57";"55,55";"5,44";"2752,4";"117,48";"305,2";"66,67";"6,73";"16,2";"0,87";"82,87";"7,6";"21,93";"1,2";"18,07";"1,67";"0,53";"0,2";"5,0";"3161,47";"134,0";"442,13";"173,87";"15,27";"46,73";"2,07";"220,6";"17,33";"37,6";"1,6";"25,47";"2,6";"0,93";"0,13";"10,4";"3524,37";"117,48";"390,8";"85,36";"8,62";"20,74";"1,11";"106,11";"9,73";"28,08";"1,54";"23,13";"2,13";"0,68";"0,26";"6,4";"4020,14";"134,0";"562,22";"221,09";"19,41";"59,43";"2,63";"280,52";"22,04";"47,81";"2,03";"32,38";"3,31";"1,19";"0,17";"13,22";"0,43";"1,87";"19,65"
"Thomas Ephestion";"T. Ephestion";"18451";"1995-06-09";"ROC de Charleroi-Marchienne";"5114";"BEL - 1B Pro League";"119";"2025/2026";"129";"Midfield";"90,94";"53,71";"26,77";"26,94";"3";"3";"10963,33";"120,56";"1687,67";"508,33";"42,33";"74,33";"4,0";"582,67";"46,33";"27,47";"27,47";"117,67";"3,33";"109,33";"12,67";"1,67";"0,98";"0,81";"0,33";"null";"null";"26,67";"2,3";"3,05";"10850,14";"120,56";"1670,24";"503,09";"41,9";"73,57";"3,96";"576,65";"45,85";"116,45";"3,3";"108,2";"12,54";"1,65";"0,33";"26,39";"9301,99";"155,03";"1825,32";"566,36";"44,31";"76,71";"2,61";"643,07";"46,92";"100,17";"1,86";"85,27";"7,45";"4022,0";"150,23";"670,67";"184,0";"16,67";"30,67";"1,33";"214,67";"18,0";"43,67";"1,0";"37,0";"2,67";"0,67";"0,0";"11,33";"4305,0";"159,81";"963,33";"323,0";"23,0";"38,0";"1,0";"361,0";"24,0";"46,0";"0,67";"39,33";"4,0";"0,33";"0,0";"14,33";"4506,91";"150,23";"751,53";"206,18";"18,68";"34,36";"1,49";"240,55";"20,17";"48,93";"1,12";"41,46";"2,99";"0,75";"0,0";"12,7";"4794,18";"159,81";"1072,8";"359,7";"25,61";"42,32";"1,11";"402,02";"26,73";"51,23";"0,74";"43,8";"4,45";"0,37";"0,0";"15,96";"0,0";"1,12";"28,67"
"Alexandre Ramalingom";"A. Ramalingom";"18503";"1993-03-17";"FK Sumgayit";"1766";"AZE - Premyer Liqa";"592";"2025/2026";"129";"Center Forward";"91,05";"47,25";"24,29";"22,96";"25";"0";"9511,36";"104,47";"1220,48";"457,04";"47,08";"139,72";"8,2";"596,76";"55,28";"28,47";"30,46";"94,92";"6,36";"76,36";"17,48";"3,92";"0,61";"0,74";"0,92";"1,48";"1,63";"33,72";"1,93";"2,8";"9402,02";"104,47";"1206,45";"451,79";"46,54";"138,11";"8,11";"589,9";"54,64";"93,83";"6,29";"75,48";"17,28";"3,87";"0,91";"33,33";"8259,56";"137,66";"1349,31";"529,27";"52,02";"169,21";"8,64";"698,48";"60,65";"83,97";"5,33";"63,5";"12,34";"3457,6";"142,35";"658,88";"302,8";"28,96";"107,84";"5,28";"410,64";"34,24";"41,0";"2,44";"27,56";"5,56";"1,56";"0,4";"20,64";"3046,16";"132,69";"403,6";"113,96";"12,0";"25,4";"1,52";"139,36";"13,52";"25,12";"1,76";"22,44";"4,16";"0,72";"0,12";"9,4";"4270,63";"142,35";"813,81";"374,0";"35,77";"133,2";"6,52";"507,2";"42,29";"50,64";"3,01";"34,04";"6,87";"1,93";"0,49";"25,49";"3980,75";"132,69";"527,43";"148,92";"15,68";"33,19";"1,99";"182,12";"17,67";"32,83";"2,3";"29,32";"5,44";"0,94";"0,16";"12,28";"0,66";"2,9";"38,15"
"Moses Odubajo";"M. Odubajo";"18943";"1993-07-28";"AC Omonia Nicosia";"1535";"CYP - 1. Division";"223";"2025/2026";"129";"Full Back";"67,53";"35,4";"16,66";"18,74";"4";"0";"6949,5";"102,91";"763,0";"327,25";"37,0";"138,0";"8,25";"465,25";"45,25";"29,95";"29,95";"73,5";"5,5";"58,75";"14,25";"4,0";"0,84";"0,85";"1,75";"1,74";"1,93";"19,0";"2,33";"2,96";"9262,0";"102,91";"1016,89";"436,14";"49,31";"183,92";"11,0";"620,07";"60,31";"97,96";"7,33";"78,3";"18,99";"5,33";"2,33";"25,32";"8063,56";"134,39";"1151,27";"502,97";"53,39";"189,41";"11,44";"692,37";"64,83";"94,49";"5,08";"60,59";"13,56";"2128,5";"127,77";"264,5";"109,75";"11,5";"34,5";"2,25";"144,25";"13,75";"22,25";"1,75";"13,25";"3,5";"0,75";"0,25";"5,25";"2629,0";"140,28";"414,75";"187,0";"20,0";"77,25";"4,5";"264,25";"24,5";"33,5";"1,25";"22,5";"4,5";"1,0";"0,25";"12,5";"3833,22";"127,77";"476,34";"197,65";"20,71";"62,13";"4,05";"259,78";"24,76";"40,07";"3,15";"23,86";"6,3";"1,35";"0,45";"9,45";"4208,27";"140,28";"663,9";"299,33";"32,01";"123,65";"7,2";"422,99";"39,22";"53,62";"2,0";"36,02";"7,2";"1,6";"0,4";"20,01";"0,85";"2,97";"30,08"
"Diego Konincks";"D. Konincks";"19033";"2000-11-30";"Pacific FC";"2806";"CAN - Canadian Premier League";"203";"2026/2026";"130";"Central Defender";"102,06";"55,73";"27,96";"27,77";"5";"0";"10837,4";"106,18";"1350,4";"405,2";"38,6";"161,2";"6,8";"566,4";"45,4";"28,5";"28,5";"118,4";"4,4";"97,2";"12,4";"2,4";"0,69";"null";"0,6";"null";"null";"27,2";"2,11";"2,94";"9556,48";"106,18";"1190,79";"357,31";"34,04";"142,15";"6,0";"499,45";"40,03";"104,41";"3,88";"85,71";"10,93";"2,12";"0,53";"23,99";"8179,02";"136,32";"1242,13";"389,5";"34,23";"147,92";"6,03";"537,42";"40,26";"87,63";"2,8";"70,19";"5,81";"3559,8";"127,32";"475,6";"95,6";"7,8";"12,2";"1,0";"107,8";"8,8";"36,0";"0,6";"31,2";"2,8";"0,2";"0,0";"7,2";"4037,6";"145,38";"678,2";"266,2";"24,0";"125,2";"4,6";"391,4";"28,6";"45,4";"2,0";"34,0";"2,6";"0,6";"0,4";"16,6";"3819,53";"127,32";"510,3";"102,58";"8,37";"13,09";"1,07";"115,67";"9,44";"38,63";"0,64";"33,48";"3,0";"0,21";"0,0";"7,73";"4361,31";"145,38";"732,57";"287,54";"25,92";"135,24";"4,97";"422,78";"30,89";"49,04";"2,16";"36,73";"2,81";"0,65";"0,43";"17,93";"0,43";"0,86";"25,62"
"Kevin Möhwald";"K. Möhwald";"19071";"1993-07-03";"KAS Eupen";"26";"BEL - 1B Pro League";"119";"2025/2026";"129";"Midfield";"76,78";"44,45";"22,93";"21,52";"24";"0";"9495,62";"123,67";"1504,21";"484,83";"40,12";"97,96";"6,0";"582,79";"46,12";"27,18";"28,92";"82,38";"1,46";"74,17";"5,71";"0,96";"0,78";"0,82";"0,04";"null";"null";"23,92";"2,02";"2,87";"11130,1";"123,67";"1763,13";"568,29";"47,03";"114,82";"7,03";"683,11";"54,06";"96,55";"1,71";"86,93";"6,69";"1,12";"0,05";"28,03";"9662,02";"161,03";"1910,77";"636,51";"50,17";"126,04";"6,41";"762,55";"56,58";"83,35";"0,79";"70,42";"4,84";"3590,17";"156,6";"661,42";"250,75";"20,33";"64,83";"3,0";"315,58";"23,33";"30,79";"0,33";"24,38";"1,96";"0,08";"0,0";"9,33";"3567,67";"165,75";"754,12";"220,79";"16,83";"28,54";"1,75";"249,33";"18,58";"30,96";"0,25";"27,79";"1,62";"0,12";"0,0";"12,96";"4698,15";"156,6";"865,54";"328,14";"26,61";"84,84";"3,93";"412,98";"30,53";"40,29";"0,44";"31,9";"2,56";"0,11";"0,0";"12,21";"4972,52";"165,75";"1051,08";"307,73";"23,46";"39,78";"2,44";"347,51";"25,9";"43,15";"0,35";"38,74";"2,26";"0,17";"0,0";"18,06";"0,0";"0,28";"30,09"
"Johannes Eggestein";"J. Eggestein";"19075";"1998-05-08";"Austria Wien";"356";"AUT - Bundesliga";"88";"2025/2026";"129";"Center Forward";"89,77";"44,91";"22,19";"22,72";"25";"0";"10495,56";"116,92";"1683,68";"655,6";"57,36";"143,8";"9,24";"799,4";"66,6";"27,74";"29,32";"97,32";"7,0";"82,72";"13,12";"4,24";"0,64";"0,7";"0,76";"1,37";"1,78";"50,2";"1,83";"2,71";"10523,0";"116,92";"1688,08";"657,31";"57,51";"144,18";"9,26";"801,49";"66,77";"97,57";"7,02";"82,94";"13,15";"4,25";"0,76";"50,33";"9401,39";"156,69";"1978,37";"801,38";"68,14";"175,45";"10,64";"976,84";"78,78";"91,71";"6,04";"69,53";"10,42";"3484,56";"157,05";"763,52";"362,04";"30,4";"90,44";"4,96";"452,48";"35,36";"39,0";"2,36";"26,64";"4,2";"1,16";"0,2";"23,72";"3551,96";"156,34";"717,2";"237,76";"20,6";"40,88";"3,0";"278,64";"23,6";"29,64";"2,16";"25,4";"3,6";"1,08";"0,16";"22,0";"4711,41";"157,05";"1032,34";"489,51";"41,1";"122,28";"6,71";"611,79";"47,81";"52,73";"3,19";"36,02";"5,68";"1,57";"0,27";"32,07";"4690,23";"156,34";"947,03";"313,95";"27,2";"53,98";"3,96";"367,93";"31,16";"39,14";"2,85";"33,54";"4,75";"1,43";"0,21";"29,05";"0,48";"2,99";"61,09"
"Dennis Jastrzembski";"D. Jastrzembski";"19092";"2000-02-20";"SK Sturm Graz II";"2837";"AUT - 2. Liga";"103";"2025/2026";"129";"Center Forward";"68,47";"36,19";"16,95";"19,25";"10";"2";"7577,5";"110,67";"895,0";"518,6";"64,9";"359,4";"19,0";"878,0";"83,9";"32,4";"33,44";"73,3";"7,3";"60,9";"10,7";"6,6";"0,61";"0,65";"3,4";"1,15";"1,3";"29,4";"1,84";"null";"9960,2";"110,67";"1176,43";"681,67";"85,31";"472,41";"24,97";"1154,08";"110,28";"96,35";"9,6";"80,05";"14,06";"8,68";"4,47";"38,64";"8709,3";"145,15";"1363,41";"791,95";"98,31";"544,1";"28,85";"1336,05";"127,16";"88,36";"6,96";"64,66";"10,78";"2470,0";"145,75";"405,2";"240,4";"30,0";"186,3";"9,5";"426,7";"39,5";"29,0";"2,3";"19,7";"3,2";"2,1";"1,2";"14,4";"2783,4";"144,63";"417,2";"237,3";"29,3";"141,9";"7,9";"379,2";"37,2";"24,3";"1,9";"19,3";"3,3";"1,5";"0,7";"12,4";"4372,54";"145,75";"717,31";"425,57";"53,11";"329,8";"16,82";"755,37";"69,93";"51,34";"4,07";"34,87";"5,66";"3,72";"2,12";"25,49";"4338,89";"144,63";"650,35";"369,91";"45,67";"221,2";"12,31";"591,11";"57,99";"37,88";"2,96";"30,09";"5,14";"2,34";"1,09";"19,33";"3,15";"5,97";"44,43"
"Dennis Jastrzembski";"D. Jastrzembski";"19092";"2000-02-20";"SK Sturm Graz II";"2837";"AUT - 2. Liga";"103";"2025/2026";"129";"Wide Attacker";"68,55";"35,53";"16,51";"19,03";"9";"1";"7712,0";"112,5";"973,33";"505,89";"63,11";"344,0";"18,0";"849,89";"81,11";"32,26";"33,34";"78,56";"6,44";"63,11";"11,0";"5,56";"0,58";"0,61";"1,89";"1,16";"1,35";"30,89";"1,89";"2,76";"10124,89";"112,5";"1277,86";"664,17";"82,86";"451,63";"23,63";"1115,8";"106,49";"103,13";"8,46";"82,86";"14,44";"7,29";"2,48";"40,55";"8834,23";"147,24";"1472,5";"784,84";"97,57";"524,98";"26,83";"1309,82";"124,4";"93,06";"6,94";"63,98";"11,45";"2430,44";"147,25";"399,11";"230,89";"27,89";"169,56";"7,89";"400,44";"35,78";"28,0";"2,33";"17,67";"3,11";"1,89";"0,78";"13,67";"2801,11";"147,23";"472,89";"233,89";"29,89";"141,33";"8,0";"375,22";"37,89";"27,11";"1,78";"20,22";"3,67";"1,22";"0,33";"15,33";"4417,5";"147,25";"725,41";"419,66";"50,69";"308,18";"14,34";"727,84";"65,03";"50,89";"4,24";"32,11";"5,65";"3,43";"1,41";"24,84";"4416,78";"147,23";"745,65";"368,8";"47,13";"222,85";"12,61";"591,65";"59,74";"42,75";"2,8";"31,89";"5,78";"1,93";"0,53";"24,18";"1,88";"5,25";"48,97"
"Lukas Jäger";"L. Jäger";"19140";"1994-02-12";"SCR Altach";"935";"AUT - Bundesliga";"88";"2025/2026";"129";"Central Defender";"95,79";"47,09";"23,09";"24,0";"17";"0";"10500,47";"109,62";"1415,53";"435,88";"42,94";"130,18";"7,88";"566,06";"50,82";"28,48";"29,7";"118,06";"5,47";"93,47";"14,53";"3,24";"0,66";"0,69";"0,76";"1,48";"1,5";"30,71";"2,01";"2,77";"9865,65";"109,62";"1329,95";"409,53";"40,35";"122,31";"7,41";"531,84";"47,75";"110,92";"5,14";"87,82";"13,65";"3,04";"0,72";"28,85";"8885,33";"148,09";"1530,25";"494,0";"47,37";"149,53";"7,42";"643,52";"54,79";"101,41";"4,35";"71,65";"9,07";"3276,76";"141,93";"503,71";"111,76";"11,24";"26,06";"1,29";"137,82";"12,53";"32,12";"1,18";"24,71";"2,35";"0,35";"0,06";"7,06";"3696,76";"154,01";"697,29";"275,94";"25,94";"91,29";"4,53";"367,24";"30,47";"47,47";"2,24";"31,53";"4,76";"1,29";"0,41";"20,06";"4257,89";"141,93";"654,52";"145,23";"14,6";"33,86";"1,68";"179,09";"16,28";"41,73";"1,53";"32,1";"3,06";"0,46";"0,08";"9,17";"4620,39";"154,01";"871,51";"344,88";"32,42";"114,1";"5,66";"458,99";"38,08";"59,33";"2,79";"39,41";"5,96";"1,62";"0,51";"25,07";"0,6";"2,1";"34,55"
"Lukas Jäger";"L. Jäger";"19140";"1994-02-12";"SCR Altach";"935";"AUT - Bundesliga";"88";"2025/2026";"129";"Midfield";"77,65";"40,24";"22,32";"17,92";"6";"0";"9576,83";"123,33";"1512,5";"479,33";"43,67";"133,67";"7,83";"613,0";"51,5";"27,7";"28,26";"97,83";"3,67";"83,83";"12,33";"2,0";"0,87";"null";"0,5";"null";"null";"29,0";"2,18";"2,84";"11100,0";"123,33";"1753,06";"555,57";"50,61";"154,93";"9,08";"710,5";"59,69";"113,39";"4,25";"97,17";"14,29";"2,32";"0,58";"33,61";"9799,23";"163,32";"2008,26";"658,82";"57,41";"182,66";"9,44";"841,47";"66,85";"97,67";"4,22";"75,55";"9,2";"3461,83";"155,12";"606,33";"106,0";"10,17";"17,33";"1,0";"123,33";"11,17";"30,83";"1,33";"24,67";"2,33";"0,5";"0,0";"9,83";"3110,0";"173,53";"740,5";"335,83";"28,33";"105,17";"5,33";"441,0";"33,67";"34,67";"1,5";"26,0";"3,83";"0,67";"0,33";"17,0";"4653,7";"155,12";"815,09";"142,49";"13,67";"23,3";"1,34";"165,8";"15,01";"41,45";"1,79";"33,16";"3,14";"0,67";"0,0";"13,22";"5205,83";"173,53";"1239,52";"562,15";"47,43";"176,04";"8,93";"738,19";"56,35";"58,03";"2,51";"43,52";"6,42";"1,12";"0,56";"28,46";"0,5";"1,74";"40,01"
"Dimitrios Diamantakos";"D. Diamantakos";"19236";"1993-03-05";"Apoel Nicosia FC";"435";"CYP - 1. Division";"223";"2025/2026";"129";"Center Forward";"61,66";"29,37";"17,8";"11,57";"6";"0";"6357,17";"103,09";"921,33";"422,33";"42,33";"140,83";"7,83";"563,17";"50,17";"29,48";"29,76";"77,17";"6,67";"62,33";"14,17";"4,67";"0,75";"0,8";"1,83";"1,34";"null";"30,5";"2,0";"2,85";"9278,44";"103,09";"1344,71";"616,41";"61,79";"205,55";"11,43";"821,96";"73,22";"112,63";"9,73";"90,98";"20,68";"6,81";"2,68";"44,52";"8601,8";"143,36";"1661,25";"776,32";"75,59";"257,41";"12,94";"1033,73";"88,53";"109,98";"8,51";"74,57";"16,0";"2345,67";"131,78";"367,67";"177,33";"18,5";"63,67";"3,17";"241,0";"21,67";"33,0";"2,33";"22,5";"3,67";"1,33";"0,67";"11,5";"1864,83";"161,19";"445,5";"202,67";"18,5";"62,33";"3,17";"265,0";"21,67";"20,83";"1,83";"14,0";"4,17";"1,17";"0,33";"15,67";"3953,37";"131,78";"619,66";"298,88";"31,18";"107,3";"5,34";"406,18";"36,52";"55,62";"3,93";"37,92";"6,18";"2,25";"1,12";"19,38";"4835,58";"161,19";"1155,2";"525,52";"47,97";"161,63";"8,21";"687,15";"56,18";"54,02";"4,75";"36,3";"10,8";"3,03";"0,86";"40,62";"2,04";"5,11";"55,5"
"David Atanga";"D. Atanga";"19259";"1996-12-25";"Wolfsberger AC";"865";"AUT - Bundesliga";"88";"2025/2026";"129";"Center Forward";"59,62";"31,27";"16,18";"15,09";"8";"0";"6954,62";"116,65";"1143,12";"500,38";"51,12";"194,75";"11,5";"695,12";"62,62";"29,69";"30,38";"80,88";"6,25";"68,5";"11,25";"5,25";"0,72";"0,78";"1,75";"1,48";"null";"31,25";"1,96";"2,9";"10498,65";"116,65";"1725,65";"755,36";"77,18";"293,99";"17,36";"1049,36";"94,54";"122,09";"9,43";"103,41";"16,98";"7,93";"2,64";"47,17";"9341,53";"155,69";"1961,65";"888,37";"89,94";"345,85";"19,43";"1234,22";"109,37";"109,85";"7,67";"81,55";"15,11";"2484,75";"153,56";"491,25";"254,5";"26,5";"116,62";"6,5";"371,12";"33,0";"30,12";"2,0";"20,0";"3,75";"1,25";"0,12";"16,12";"2383,88";"157,98";"531,12";"208,5";"20,38";"63,62";"3,62";"272,12";"24,0";"27,12";"2,0";"22,5";"4,12";"1,62";"0,38";"12,88";"4606,72";"153,56";"910,78";"471,84";"49,13";"216,22";"12,05";"688,06";"61,18";"55,85";"3,71";"37,08";"6,95";"2,32";"0,23";"29,9";"4739,44";"157,98";"1055,94";"414,52";"40,51";"126,49";"7,21";"541,02";"47,72";"53,93";"3,98";"44,73";"8,2";"3,23";"0,75";"25,6";"0,96";"5,52";"55,64"
"Sascha Horvath";"S. Horvath";"19398";"1996-08-22";"LASK Linz";"535";"AUT - Bundesliga";"88";"2025/2026";"129";"Midfield";"94,43";"47,99";"24,04";"23,95";"27";"0";"10703,59";"113,35";"1850,78";"681,63";"62,63";"199,22";"10,7";"880,85";"73,33";"28,85";"30,84";"116,52";"6,22";"101,3";"16,07";"4,3";"0,59";"0,6";"1,3";"1,18";"1,28";"41,0";"1,78";"2,58";"10201,09";"113,35";"1763,89";"649,63";"59,69";"189,87";"10,2";"839,5";"69,89";"111,05";"5,93";"96,54";"15,32";"4,09";"1,24";"39,08";"9373,26";"156,22";"2089,5";"796,94";"70,84";"228,04";"11,44";"1024,98";"82,28";"104,87";"5,37";"78,99";"12,22";"3674,04";"152,81";"794,85";"314,37";"28,0";"112,89";"5,33";"427,26";"33,33";"38,96";"2,04";"28,85";"4,15";"1,67";"0,48";"14,7";"3823,7";"159,64";"876,56";"323,11";"28,67";"69,52";"3,81";"392,63";"32,48";"44,93";"2,26";"34,33";"5,63";"1,41";"0,3";"22,96";"4584,41";"152,81";"991,8";"392,27";"34,94";"140,86";"6,65";"533,13";"41,59";"48,62";"2,54";"36,0";"5,18";"2,08";"0,6";"18,35";"4789,24";"159,64";"1097,9";"404,7";"35,91";"87,07";"4,78";"491,77";"40,68";"56,27";"2,83";"43,0";"7,05";"1,76";"0,37";"28,76";"0,97";"3,84";"47,09"
