"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Peak Velocity";"TOP 3 Peak Velocity";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP";"Change of Direction Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP"
"Maksym  Chekh";"M. Chekh";"26618";"1999-01-03";"FC Obolon'-Brovar Kyiv";"3117";"UKR - Premier League";"26";"2025/2026";"129";"Midfield";"90.93";"45.11";"19.87";"25.24";"20";"0";"10433.0";"114.74";"1482.4";"401.7";"36.0";"62.35";"3.8";"464.05";"39.8";"26.25";"28.26";"28.41";"30.57";"107.45";"3.9";"93.55";"13.95";"2.25";"0.69";"0.69";"0.9";"1.31";"1.35";"34.3";"1.88";"2.67";"10326.2";"114.74";"1467.23";"397.59";"35.63";"61.71";"3.76";"459.3";"39.39";"106.35";"3.86";"92.59";"13.81";"2.23";"0.89";"33.95";"9459.45";"157.66";"1775.56";"484.49";"42.43";"74.95";"3.59";"559.44";"46.02";"99.16";"3.72";"77.61";"10.44";"1.93";"0.8";"42.1";"2932.7";"147.61";"421.9";"78.5";"7.5";"12.25";"0.65";"90.75";"8.15";"28.85";"1.3";"22.15";"2.7";"0.35";"0.2";"9.2";"4179.1";"165.56";"913.0";"285.75";"24.4";"44.1";"2.05";"329.85";"26.45";"45.7";"1.5";"36.2";"5.15";"1.1";"0.4";"22.45";"4428.39";"147.61";"637.07";"118.54";"11.33";"18.5";"0.98";"137.03";"12.31";"43.56";"1.96";"33.45";"4.08";"0.53";"0.3";"13.89";"4966.91";"165.56";"1085.11";"339.62";"29.0";"52.41";"2.44";"392.03";"31.44";"54.31";"1.78";"43.02";"6.12";"1.31";"0.48";"26.68"
"Demeaco Duhaney";"D. Duhaney";"26676";"1998-10-13";"İstanbulspor AŞ";"2561";"TUR - 1. Lig";"120";"2025/2026";"129";"Full Back";"91.47";"49.95";"24.13";"25.82";"24";"0";"9731.12";"106.39";"1135.67";"510.33";"51.0";"193.33";"10.67";"703.67";"61.67";"29.46";"31.12";"30.96";"33.37";"103.04";"6.25";"87.96";"15.96";"4.08";"0.64";"0.64";"1.33";"1.18";"1.22";"32.71";"1.85";"2.65";"9574.87";"106.39";"1117.43";"502.14";"50.18";"190.23";"10.5";"692.37";"60.68";"101.39";"6.15";"86.55";"15.7";"4.02";"1.31";"32.18";"8108.37";"135.14";"1207.12";"559.37";"55.21";"208.46";"10.96";"767.83";"66.17";"91.04";"5.21";"66.62";"11.11";"3.35";"1.0";"35.89";"3187.67";"132.1";"425.17";"216.71";"22.08";"99.08";"4.88";"315.79";"26.96";"30.92";"1.75";"22.92";"3.54";"1.17";"0.25";"9.96";"3562.46";"137.98";"579.75";"248.96";"23.88";"74.46";"4.25";"323.42";"28.12";"44.88";"2.58";"32.54";"5.71";"1.62";"0.58";"19.92";"3963.03";"132.1";"528.58";"269.42";"27.45";"123.18";"6.06";"392.6";"33.52";"38.44";"2.18";"28.49";"4.4";"1.45";"0.31";"12.38";"4139.39";"137.98";"673.64";"289.28";"27.74";"86.52";"4.94";"375.79";"32.68";"52.14";"3.0";"37.81";"6.63";"1.89";"0.68";"23.14"
"Aaron Appindangoyé";"A. Appindangoyé";"26690";"1992-02-20";"Sivasspor";"472";"TUR - 1. Lig";"120";"2025/2026";"129";"Central Defender";"98.08";"51.18";"26.04";"25.14";"28";"0";"9731.46";"99.22";"1065.07";"365.82";"35.46";"112.71";"6.64";"478.54";"42.11";"28.53";"30.5";"30.04";"31.77";"102.14";"4.21";"82.07";"8.71";"2.86";"0.74";"0.75";"0.86";"1.39";"1.58";"18.79";"2.0";"2.88";"8929.47";"99.22";"977.3";"335.67";"32.54";"103.43";"6.1";"439.1";"38.64";"93.72";"3.87";"75.31";"8.0";"2.62";"0.79";"17.24";"7731.06";"128.85";"1029.43";"369.32";"36.34";"117.65";"5.99";"486.98";"42.33";"81.64";"3.77";"59.12";"5.69";"1.93";"0.59";"20.52";"3188.82";"122.44";"337.79";"81.07";"8.54";"23.11";"1.04";"104.18";"9.57";"26.82";"1.29";"21.64";"1.86";"0.43";"0.07";"4.11";"3405.82";"135.49";"540.32";"233.96";"22.46";"77.25";"4.07";"311.21";"26.54";"42.82";"1.93";"28.79";"3.0";"1.21";"0.43";"13.39";"3673.27";"122.44";"389.1";"93.39";"9.83";"26.62";"1.19";"120.01";"11.03";"30.9";"1.48";"24.93";"2.14";"0.49";"0.08";"4.73";"4064.73";"135.49";"644.85";"279.23";"26.81";"92.2";"4.86";"371.42";"31.67";"51.11";"2.3";"34.35";"3.58";"1.45";"0.51";"15.98"
"Yusuf Talum";"Y. Talum";"26695";"2001-12-01";"Manisa Büyükşehir Belediyespor Kulübü";"2722";"TUR - 1. Lig";"120";"2025/2026";"129";"Full Back";"96.26";"48.33";"23.44";"24.89";"16";"0";"9861.62";"102.45";"1216.88";"601.56";"63.69";"279.88";"14.5";"881.44";"78.19";"30.21";"31.54";"32.03";"33.5";"111.31";"8.19";"88.88";"23.31";"6.38";"0.6";"0.62";"2.38";"1.33";"1.52";"38.44";"1.89";"2.67";"9220.56";"102.45";"1137.77";"562.46";"59.55";"261.68";"13.56";"824.14";"73.1";"104.08";"7.66";"83.1";"21.8";"5.96";"2.22";"35.94";"8042.49";"134.04";"1315.4";"670.7";"69.91";"319.99";"15.05";"990.68";"84.96";"100.48";"6.75";"68.28";"15.13";"5.04";"1.86";"42.83";"3018.81";"128.76";"437.69";"222.25";"23.44";"100.0";"4.81";"322.25";"28.25";"34.31";"2.56";"25.06";"5.12";"2.12";"0.75";"12.0";"3459.44";"139.01";"621.88";"318.0";"32.88";"157.75";"7.31";"475.75";"40.19";"46.62";"2.88";"29.94";"7.06";"1.94";"0.75";"22.5";"3862.88";"128.76";"560.07";"284.39";"29.99";"127.96";"6.16";"412.35";"36.15";"43.91";"3.28";"32.07";"6.56";"2.72";"0.96";"15.36";"4170.44";"139.01";"749.69";"383.36";"39.63";"190.17";"8.82";"573.53";"48.45";"56.21";"3.47";"36.09";"8.51";"2.34";"0.9";"27.12"
"Yusuf Talum";"Y. Talum";"26695";"2001-12-01";"Manisa Büyükşehir Belediyespor Kulübü";"2722";"TUR - 1. Lig";"120";"2025/2026";"129";"Wide Attacker";"88.77";"45.57";"20.23";"25.35";"9";"0";"9838.0";"110.83";"1360.56";"694.0";"71.22";"291.78";"15.89";"985.78";"87.11";"30.31";"31.44";"32.14";"33.53";"106.11";"9.33";"84.67";"24.89";"7.11";"0.69";"0.72";"2.56";"1.2";"1.47";"45.22";"2.06";"2.67";"9974.69";"110.83";"1379.46";"703.64";"72.21";"295.83";"16.11";"999.47";"88.32";"107.59";"9.46";"85.84";"25.23";"7.21";"2.59";"45.85";"8752.85";"145.88";"1595.27";"835.01";"85.29";"347.58";"18.58";"1182.59";"103.86";"103.43";"8.34";"67.59";"17.12";"5.85";"2.34";"55.15";"2918.33";"144.29";"519.0";"301.89";"31.22";"157.56";"8.67";"459.44";"39.89";"36.67";"3.0";"22.33";"5.11";"2.11";"1.11";"19.33";"3729.78";"147.15";"692.67";"332.33";"33.56";"106.44";"5.44";"438.78";"39.0";"41.89";"3.33";"29.0";"7.89";"2.33";"0.67";"22.56";"4328.6";"144.29";"769.8";"447.78";"46.31";"233.69";"12.85";"681.47";"59.16";"54.39";"4.45";"33.13";"7.58";"3.13";"1.65";"28.68";"4414.58";"147.15";"819.84";"393.35";"39.72";"125.99";"6.44";"519.34";"46.16";"49.58";"3.95";"34.32";"9.34";"2.76";"0.79";"26.7"
"Alfredo Kulembe Ribeiro";"Fredy";"26708";"1990-03-27";"Bodrum Belediyesi Bodrumspor";"2719";"TUR - 1. Lig";"120";"2025/2026";"129";"Midfield";"94.01";"47.17";"23.33";"23.84";"16";"0";"9904.25";"105.35";"1323.81";"484.0";"48.44";"154.12";"8.06";"638.12";"56.5";"28.16";"29.34";"29.91";"31.27";"114.0";"6.31";"93.0";"20.94";"4.12";"0.64";"0.66";"1.31";"1.3";"1.33";"31.31";"1.88";"2.71";"9481.53";"105.35";"1267.31";"463.34";"46.37";"147.55";"7.72";"610.89";"54.09";"109.13";"6.04";"89.03";"20.04";"3.95";"1.26";"29.98";"8634.66";"143.91";"1547.62";"576.87";"56.44";"178.93";"8.51";"755.8";"64.94";"105.64";"5.96";"76.07";"14.31";"3.9";"1.43";"37.44";"3287.25";"140.88";"587.69";"262.38";"24.31";"88.56";"3.94";"350.94";"28.25";"41.06";"2.31";"28.94";"4.81";"1.75";"0.69";"14.5";"3501.75";"146.88";"629.12";"191.19";"20.06";"52.12";"2.75";"243.31";"22.81";"42.0";"2.38";"30.88";"6.44";"1.31";"0.44";"14.94";"4226.28";"140.88";"755.56";"337.32";"31.26";"113.86";"5.06";"451.19";"36.32";"52.79";"2.97";"37.2";"6.19";"2.25";"0.88";"18.64";"4406.45";"146.88";"791.66";"240.58";"25.25";"65.59";"3.46";"306.17";"28.71";"52.85";"2.99";"38.85";"8.1";"1.65";"0.55";"18.8"
"Alfredo Kulembe Ribeiro";"Fredy";"26708";"1990-03-27";"Çorum FK";"3155";"TUR - 1. Lig";"120";"2025/2026";"129";"Midfield";"93.64";"47.85";"27.5";"20.35";"20";"0";"10433.85";"111.43";"1634.05";"587.45";"53.8";"132.6";"7.8";"720.05";"61.6";"27.41";"28.74";"29.51";"30.8";"122.85";"5.85";"104.5";"20.9";"3.95";"0.68";"0.72";"0.9";"1.39";"1.56";"37.55";"1.96";"2.73";"10028.53";"111.43";"1570.57";"564.63";"51.71";"127.45";"7.5";"692.08";"59.21";"118.08";"5.62";"100.44";"20.09";"3.8";"0.87";"36.09";"9053.88";"150.9";"1853.95";"679.0";"60.18";"152.09";"7.52";"831.09";"67.71";"113.53";"4.95";"83.5";"14.17";"3.39";"0.75";"43.01";"3910.3";"142.18";"726.5";"262.3";"23.5";"65.45";"3.2";"327.75";"26.7";"51.85";"2.3";"38.8";"5.7";"1.6";"0.3";"15.5";"3310.8";"162.67";"752.15";"279.25";"24.5";"55.85";"2.8";"335.1";"27.3";"38.7";"1.65";"27.8";"5.6";"1.1";"0.3";"18.8";"4265.52";"142.18";"792.5";"286.13";"25.63";"71.4";"3.49";"357.52";"29.13";"56.56";"2.51";"42.32";"6.22";"1.75";"0.33";"16.91";"4880.19";"162.67";"1108.68";"411.62";"36.11";"82.32";"4.13";"493.94";"40.24";"57.04";"2.43";"40.98";"8.25";"1.62";"0.44";"27.71"
"Güray Vural";"G. Vural";"26710";"1988-06-11";"Iğdır Spor Kulubu AS";"3825";"TUR - 1. Lig";"120";"2025/2026";"129";"Full Back";"93.39";"48.94";"26.38";"22.56";"22";"0";"10291.05";"110.19";"1366.77";"686.23";"68.0";"292.82";"15.73";"979.05";"83.73";"29.53";"30.54";"31.05";"32.17";"111.55";"7.64";"94.95";"18.55";"6.09";"0.61";"0.67";"2.55";"1.36";"1.42";"37.14";"1.83";"2.68";"9916.99";"110.19";"1317.09";"661.28";"65.53";"282.17";"15.16";"943.46";"80.68";"107.49";"7.36";"91.5";"17.87";"5.87";"2.45";"35.79";"8553.82";"142.56";"1459.32";"760.39";"74.23";"331.1";"16.5";"1091.49";"90.73";"99.93";"6.35";"72.17";"12.65";"4.68";"2.28";"41.69";"3720.59";"141.03";"583.09";"315.27";"32.14";"160.27";"7.68";"475.55";"39.82";"39.82";"2.45";"30.86";"4.82";"1.95";"0.91";"11.36";"3255.95";"144.35";"607.14";"304.91";"28.41";"109.77";"5.77";"414.68";"34.18";"41.68";"2.73";"28.0";"5.5";"1.86";"0.95";"22.64";"4230.98";"141.03";"663.08";"358.52";"36.54";"182.26";"8.74";"540.78";"45.28";"45.28";"2.79";"35.1";"5.48";"2.22";"1.03";"12.92";"4330.63";"144.35";"807.53";"405.55";"37.79";"146.0";"7.68";"551.55";"45.46";"55.44";"3.63";"37.24";"7.32";"2.48";"1.27";"30.11"
"Güray Vural";"G. Vural";"26710";"1988-06-11";"Iğdır Spor Kulubu AS";"3825";"TUR - 1. Lig";"120";"2025/2026";"129";"Wide Attacker";"93.85";"49.13";"29.3";"19.82";"4";"0";"10826.0";"115.35";"1537.75";"716.75";"71.25";"311.5";"16.0";"1028.25";"87.25";"29.12";"29.12";"31.25";"31.5";"105.0";"8.25";"88.0";"20.25";"5.0";"0.73";"0.74";"1.75";"1.35";"1.35";"50.0";"1.99";"2.96";"10381.89";"115.35";"1474.67";"687.35";"68.33";"298.72";"15.34";"986.07";"83.67";"100.69";"7.91";"84.39";"19.42";"4.79";"1.68";"47.95";"8865.51";"147.76";"1654.82";"791.08";"76.94";"331.57";"15.88";"1122.65";"92.82";"91.6";"6.72";"61.67";"15.27";"4.27";"1.22";"54.65";"4245.75";"144.89";"772.0";"371.75";"36.0";"155.25";"7.0";"527.0";"43.0";"45.75";"3.5";"29.75";"7.25";"2.0";"0.75";"24.0";"3013.5";"152.01";"583.0";"276.0";"27.0";"116.25";"6.0";"392.25";"33.0";"29.25";"2.0";"20.75";"5.25";"1.5";"0.25";"20.75";"4346.57";"144.89";"790.33";"380.58";"36.85";"158.94";"7.17";"539.51";"44.02";"46.84";"3.58";"30.46";"7.42";"2.05";"0.77";"24.57";"4560.15";"152.01";"882.22";"417.65";"40.86";"175.91";"9.08";"593.57";"49.94";"44.26";"3.03";"31.4";"7.94";"2.27";"0.38";"31.4"
"Jefferson Nogueira Júnior";"Jefferson";"26711";"1994-01-22";"Vanspor Futbol Kulübü";"5128";"TUR - 1. Lig";"120";"2025/2026";"129";"Midfield";"79.96";"39.11";"20.87";"18.23";"34";"0";"8578.76";"107.29";"1333.53";"461.06";"41.62";"117.32";"6.62";"578.38";"48.24";"27.79";"29.98";"29.34";"31.9";"86.47";"4.65";"77.26";"10.29";"3.24";"0.6";"0.63";"0.74";"1.17";"1.47";"26.29";"1.91";"2.6";"9655.78";"107.29";"1500.95";"518.94";"46.84";"132.05";"7.45";"651.0";"54.29";"97.33";"5.23";"86.96";"11.59";"3.64";"0.83";"29.6";"8905.57";"148.43";"1839.87";"654.52";"57.94";"165.93";"8.12";"820.45";"66.07";"95.17";"4.74";"73.83";"9.16";"3.43";"0.72";"36.6";"2988.71";"143.2";"598.18";"217.09";"18.94";"57.85";"2.82";"274.94";"21.76";"32.29";"1.79";"24.79";"2.82";"1.26";"0.24";"10.62";"2815.56";"154.41";"600.97";"209.5";"18.82";"50.29";"2.47";"259.79";"21.29";"29.74";"1.29";"23.32";"3.15";"0.97";"0.24";"13.24";"4295.85";"143.2";"859.8";"312.03";"27.23";"83.16";"4.06";"395.19";"31.28";"46.42";"2.58";"35.64";"4.06";"1.82";"0.34";"15.26";"4632.42";"154.41";"988.77";"344.69";"30.97";"82.75";"4.06";"427.44";"35.04";"48.92";"2.13";"38.37";"5.18";"1.6";"0.39";"21.78"
"Oğuz Ceylan";"O. Ceylan";"26712";"1990-12-15";"Bandirmaspor";"1821";"TUR - 1. Lig";"120";"2025/2026";"129";"Full Back";"85.87";"45.37";"19.95";"25.42";"4";"0";"8977.0";"104.54";"1150.25";"508.5";"44.0";"113.75";"7.5";"622.25";"51.5";"27.6";"27.6";"29.07";"29.43";"94.0";"5.25";"75.5";"14.5";"1.5";"null";"null";"0.0";"null";"null";"25.25";"2.44";"3.05";"9408.67";"104.54";"1205.56";"532.95";"46.12";"119.22";"7.86";"652.17";"53.98";"98.52";"5.5";"79.13";"15.2";"1.57";"0.0";"26.46";"8039.42";"133.99";"1323.1";"624.19";"51.57";"141.5";"8.6";"765.69";"60.17";"87.28";"4.96";"62.15";"11.57";"1.98";"0.0";"30.09";"2568.75";"128.76";"386.5";"148.25";"12.5";"28.5";"1.75";"176.75";"14.25";"25.75";"1.5";"18.75";"2.75";"0.75";"0.0";"7.25";"3510.5";"138.1";"614.0";"323.75";"26.5";"78.5";"4.75";"402.25";"31.25";"40.25";"2.25";"28.25";"6.0";"0.75";"0.0";"15.5";"3862.78";"128.76";"581.2";"222.93";"18.8";"42.86";"2.63";"265.79";"21.43";"38.72";"2.26";"28.2";"4.14";"1.13";"0.0";"10.9";"4142.86";"138.1";"724.6";"382.07";"31.27";"92.64";"5.61";"474.71";"36.88";"47.5";"2.66";"33.34";"7.08";"0.89";"0.0";"18.29"
"Adnan Uğur";"A. Uğur";"26749";"2001-06-28";"Pendikspor";"2723";"TUR - 1. Lig";"120";"2025/2026";"129";"Midfield";"42.65";"20.61";"11.46";"9.15";"7";"0";"5288.29";"123.99";"1057.0";"348.71";"25.71";"35.57";"2.86";"384.29";"28.57";"25.23";"25.86";"26.44";"27.2";"51.86";"2.29";"44.86";"6.43";"1.43";"0.86";"0.94";"0.0";"null";"null";"20.86";"2.28";"3.03";"11158.71";"123.99";"2230.36";"735.82";"54.26";"75.06";"6.03";"810.87";"60.29";"109.42";"4.82";"94.65";"13.56";"3.01";"0.0";"44.01";"10222.67";"170.38";"2719.03";"927.14";"69.46";"93.59";"5.41";"1020.73";"74.87";"108.15";"3.74";"80.28";"11.65";"1.25";"0.0";"56.15";"1878.71";"163.98";"472.0";"142.0";"10.71";"14.43";"1.0";"156.43";"11.71";"19.86";"0.86";"14.57";"1.86";"0.29";"0.0";"8.86";"1632.29";"178.39";"461.86";"176.43";"13.14";"17.71";"0.86";"194.14";"14.0";"17.29";"0.43";"13.0";"2.14";"0.14";"0.0";"10.43";"4919.33";"163.98";"1235.91";"371.82";"28.05";"37.78";"2.62";"409.6";"30.67";"52.0";"2.24";"38.15";"4.86";"0.75";"0.0";"23.19";"5351.76";"178.39";"1514.29";"578.45";"43.09";"58.08";"2.81";"636.53";"45.9";"56.67";"1.41";"42.62";"7.03";"0.47";"0.0";"34.19"
"Mallik Wilks";"M. Wilks";"26799";"1998-12-15";"Pendikspor";"2723";"TUR - 1. Lig";"120";"2025/2026";"129";"Center Forward";"95.52";"48.3";"25.03";"23.27";"8";"0";"9229.0";"96.62";"1010.12";"516.25";"59.0";"308.38";"15.38";"824.62";"74.38";"32.19";"32.88";"33.31";"34.3";"98.75";"8.75";"80.0";"16.62";"6.12";"0.61";"0.63";"2.12";"1.22";"1.56";"30.38";"1.95";"3.15";"8695.78";"96.62";"951.76";"486.42";"55.59";"290.56";"14.49";"776.98";"70.08";"93.04";"8.24";"75.38";"15.66";"5.77";"2.0";"28.62";"7674.58";"127.91";"1119.35";"590.58";"66.47";"353.45";"16.46";"944.03";"82.93";"85.88";"7.14";"62.74";"11.49";"5.44";"1.4";"34.79";"3282.25";"131.14";"527.5";"296.38";"31.5";"155.75";"7.88";"452.12";"39.38";"41.5";"3.75";"25.88";"5.0";"3.12";"0.88";"16.88";"2895.25";"124.44";"373.5";"179.0";"22.0";"128.75";"5.38";"307.75";"27.38";"27.62";"2.0";"24.62";"4.25";"1.25";"0.25";"11.12";"3934.11";"131.14";"632.26";"355.24";"37.76";"186.68";"9.44";"541.92";"47.19";"49.74";"4.49";"31.01";"5.99";"3.75";"1.05";"20.23";"3733.13";"124.44";"481.59";"230.8";"28.37";"166.01";"6.93";"396.81";"35.3";"35.62";"2.58";"31.75";"5.48";"1.61";"0.32";"14.34"
"Mallik Wilks";"M. Wilks";"26799";"1998-12-15";"Pendikspor";"2723";"TUR - 1. Lig";"120";"2025/2026";"129";"Wide Attacker";"89.88";"46.47";"24.98";"21.49";"27";"0";"8506.81";"94.65";"952.89";"439.41";"49.07";"231.56";"11.19";"670.96";"60.26";"30.42";"32.84";"31.94";"34.2";"88.26";"7.85";"73.07";"15.74";"6.19";"0.56";"0.6";"2.22";"1.1";"1.17";"25.52";"2.01";"2.64";"8518.62";"94.65";"954.21";"440.02";"49.14";"231.88";"11.2";"671.89";"60.34";"88.38";"7.86";"73.18";"15.76";"6.19";"2.23";"25.55";"7270.59";"121.18";"1084.37";"514.52";"56.38";"266.7";"12.24";"781.22";"68.62";"84.31";"6.5";"58.58";"11.86";"4.69";"1.82";"30.18";"3082.33";"123.39";"485.19";"244.41";"26.0";"135.93";"6.41";"380.33";"32.41";"38.48";"3.11";"24.59";"4.85";"2.3";"1.0";"13.89";"2548.56";"118.6";"354.63";"154.07";"17.67";"70.63";"3.07";"224.7";"20.74";"26.81";"1.93";"20.78";"4.33";"1.33";"0.41";"9.48";"3701.82";"123.39";"582.7";"293.53";"31.23";"163.24";"7.7";"456.77";"38.92";"46.22";"3.74";"29.54";"5.83";"2.76";"1.2";"16.68";"3557.96";"118.6";"495.09";"215.1";"24.66";"98.6";"4.29";"313.7";"28.96";"37.44";"2.69";"29.01";"6.05";"1.86";"0.57";"13.24"
"Daiki Matsuoka";"D. Matsuoka";"26946";"2001-06-01";"SK Slovan Bratislava";"541";"SVK - Niké Liga";"241";"2025/2026";"129";"Midfield";"69.43";"38.96";"21.31";"17.65";"3";"0";"8783.67";"126.51";"1657.33";"568.67";"49.67";"105.33";"7.33";"674.0";"57.0";"27.53";"27.53";"29.93";"29.93";"100.0";"4.33";"87.67";"14.0";"3.0";"0.77";"null";"1.0";"null";"null";"33.0";"2.2";"null";"11385.45";"126.51";"2148.25";"737.11";"64.38";"136.53";"9.51";"873.64";"73.88";"129.62";"5.62";"113.63";"18.15";"3.89";"1.3";"42.77";"9677.18";"161.29";"2243.58";"785.51";"69.31";"157.1";"8.21";"942.61";"77.52";"111.92";"5.65";"82.66";"13.35";"3.59";"1.54";"44.15";"3455.67";"162.2";"784.67";"243.67";"20.0";"26.0";"1.33";"269.67";"21.33";"39.33";"2.0";"28.67";"3.33";"1.33";"0.67";"13.67";"2827.33";"160.19";"672.0";"266.33";"25.0";"76.0";"4.0";"342.33";"29.0";"33.33";"1.67";"25.0";"5.33";"1.0";"0.33";"15.0";"4865.87";"162.2";"1104.88";"343.1";"28.16";"36.61";"1.88";"379.71";"30.04";"55.38";"2.82";"40.37";"4.69";"1.88";"0.94";"19.24";"4805.67";"160.19";"1142.21";"452.69";"42.49";"129.18";"6.8";"581.87";"49.29";"56.66";"2.83";"42.49";"9.07";"1.7";"0.57";"25.5"
"Ruan Gregorio Teixeira";"Ruan";"27177";"1995-05-29";"Sakaryaspor";"2721";"TUR - 1. Lig";"120";"2025/2026";"129";"Full Back";"92.25";"51.81";"25.25";"26.56";"6";"0";"9759.17";"105.79";"1233.17";"700.5";"72.5";"337.83";"18.17";"1038.33";"90.67";"31.42";"31.72";"32.68";"33.5";"115.83";"10.67";"97.17";"26.17";"8.67";"0.58";"0.68";"4.83";"1.1";"1.25";"38.17";"2.03";"2.62";"9521.14";"105.79";"1203.09";"683.41";"70.73";"329.59";"17.72";"1013.01";"88.46";"113.01";"10.41";"94.8";"25.53";"8.46";"4.72";"37.24";"8013.49";"133.56";"1276.49";"749.8";"76.81";"362.64";"19.11";"1112.44";"95.92";"100.36";"8.49";"71.02";"14.67";"7.14";"4.05";"39.76";"3274.83";"129.7";"499.67";"322.83";"34.0";"186.83";"9.0";"509.67";"43.0";"37.33";"3.5";"27.5";"6.33";"3.0";"1.67";"12.5";"3645.33";"137.23";"602.67";"324.67";"32.33";"126.33";"7.5";"451.0";"39.83";"49.33";"3.83";"33.83";"6.33";"3.17";"1.83";"21.83";"3890.89";"129.7";"593.66";"383.56";"40.4";"221.98";"10.69";"605.54";"51.09";"44.36";"4.16";"32.67";"7.52";"3.56";"1.98";"14.85";"4116.87";"137.23";"680.62";"366.66";"36.52";"142.67";"8.47";"509.34";"44.99";"55.71";"4.33";"38.21";"7.15";"3.58";"2.07";"24.66"
