"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Peak Velocity";"TOP 3 Peak Velocity";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP";"Change of Direction Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP"
"Diego Rico Salguero";"Diego Rico";"11603";"1993-02-23";"Getafe CF";"268";"ESP - LaLiga";"4";"2025/2026";"129";"Central Defender";"102.14";"48.76";"18.71";"30.06";"3";"0";"9635.67";"94.33";"953.33";"385.67";"39.33";"136.0";"6.67";"521.67";"46.0";"30.2";"30.2";"31.37";"31.37";"98.67";"6.33";"81.0";"11.67";"4.67";"0.7";"null";"0.67";"null";"null";"25.67";"null";"3.13";"8490.04";"94.33";"839.99";"339.81";"34.66";"119.83";"5.87";"459.64";"40.53";"86.94";"5.58";"71.37";"10.28";"4.11";"0.59";"22.62";"7581.04";"126.35";"984.8";"420.42";"43.07";"148.89";"6.56";"569.31";"49.63";"83.26";"4.51";"65.63";"6.97";"2.87";"0.41";"29.53";"2207.0";"117.99";"256.67";"83.33";"7.67";"23.33";"1.0";"106.67";"8.67";"17.67";"1.0";"14.0";"1.67";"0.33";"0.0";"3.33";"3954.0";"131.56";"543.67";"258.33";"27.33";"97.67";"4.33";"356.0";"31.67";"50.0";"2.67";"39.33";"4.0";"2.0";"0.33";"20.67";"3539.59";"117.99";"411.64";"133.65";"12.3";"37.42";"1.6";"171.07";"13.9";"28.33";"1.6";"22.45";"2.67";"0.53";"0.0";"5.35";"3946.69";"131.56";"542.66";"257.86";"27.28";"97.49";"4.33";"355.34";"31.61";"49.91";"2.66";"39.26";"3.99";"2.0";"0.33";"20.63"
"Diego Rico Salguero";"Diego Rico";"11603";"1993-02-23";"Getafe CF";"268";"ESP - LaLiga";"4";"2025/2026";"129";"Full Back";"82.34";"39.32";"17.26";"22.06";"19";"0";"8425.79";"102.33";"1096.58";"488.0";"50.11";"184.26";"10.58";"672.26";"60.68";"29.13";"30.54";"30.88";"33.07";"94.05";"7.84";"78.11";"18.68";"6.11";"0.63";"0.64";"2.21";"1.15";"1.31";"31.16";"1.91";"2.63";"9209.59";"102.33";"1198.59";"533.4";"54.77";"201.4";"11.56";"734.8";"66.33";"102.8";"8.57";"85.37";"20.42";"6.67";"2.42";"34.06";"8203.66";"136.73";"1421.93";"659.28";"65.7";"260.53";"13.25";"919.82";"78.95";"103.68";"8.67";"72.44";"15.82";"6.34";"2.41";"42.97";"2237.63";"129.66";"358.26";"136.37";"14.68";"54.68";"2.68";"191.05";"17.37";"25.95";"2.26";"19.0";"3.74";"1.37";"0.58";"7.84";"3138.53";"142.26";"573.58";"295.68";"28.37";"116.05";"6.0";"411.74";"34.37";"42.0";"3.42";"28.47";"6.63";"2.79";"1.0";"20.32";"3889.75";"129.66";"622.78";"237.05";"25.53";"95.06";"4.67";"332.11";"30.19";"45.11";"3.93";"33.03";"6.5";"2.38";"1.01";"13.63";"4267.73";"142.26";"779.95";"402.07";"38.58";"157.81";"8.16";"559.87";"46.73";"57.11";"4.65";"38.72";"9.02";"3.79";"1.36";"27.63"
"Gerard Gumbau Garriga";"Gerard Gumbau";"11604";"1994-12-18";"Rayo Vallecano";"284";"ESP - LaLiga";"4";"2025/2026";"129";"Midfield";"67.76";"34.31";"17.33";"16.98";"17";"0";"8634.18";"127.42";"1689.94";"641.06";"54.76";"117.59";"8.18";"758.65";"62.94";"27.35";"28.48";"29.29";"30.97";"93.94";"3.82";"76.0";"13.35";"2.41";"0.59";"0.65";"0.29";"1.6";"null";"36.24";"1.78";"2.7";"11467.43";"127.42";"2244.49";"851.42";"72.74";"156.17";"10.86";"1007.59";"83.59";"124.77";"5.08";"100.94";"17.73";"3.2";"0.39";"48.13";"10445.92";"174.1";"2613.25";"1019.05";"83.12";"196.59";"12.14";"1215.64";"95.26";"116.97";"3.39";"82.81";"13.68";"1.54";"0.1";"57.3";"2911.82";"168.04";"683.71";"222.59";"18.12";"43.88";"2.76";"266.47";"20.88";"29.59";"0.88";"21.29";"2.82";"0.35";"0.0";"10.29";"3061.29";"180.28";"810.59";"360.12";"29.41";"68.53";"4.18";"428.65";"33.59";"37.29";"1.06";"26.06";"5.0";"0.53";"0.06";"22.47";"5041.12";"168.04";"1183.67";"385.36";"31.37";"75.97";"4.79";"461.33";"36.15";"51.22";"1.53";"36.87";"4.89";"0.61";"0.0";"17.82";"5408.52";"180.28";"1432.1";"636.24";"51.96";"121.07";"7.38";"757.31";"59.34";"65.89";"1.87";"46.04";"8.83";"0.94";"0.1";"39.7"
"Marcos Llorente Moreno";"Marcos Llorente";"11608";"1995-01-30";"Atlético Madrid";"275";"ESP - LaLiga";"4";"2025/2026";"129";"Central Defender";"91.38";"55.83";"30.13";"25.69";"3";"0";"10406.67";"113.88";"1271.0";"592.67";"60.0";"240.33";"12.0";"833.0";"72.0";"30.47";"30.47";"32.3";"32.3";"114.33";"11.67";"97.0";"21.33";"8.67";"0.65";"0.67";"2.67";"1.3";"null";"37.33";"2.23";"2.93";"10249.13";"113.88";"1251.76";"583.7";"59.09";"236.7";"11.82";"820.39";"70.91";"112.6";"11.49";"95.53";"21.01";"8.54";"2.63";"36.77";"8356.06";"139.27";"1235.23";"564.59";"57.68";"237.16";"10.39";"801.75";"68.07";"96.01";"8.6";"77.02";"14.33";"6.81";"2.15";"35.47";"3889.67";"129.08";"541.0";"268.0";"25.33";"107.33";"4.67";"375.33";"30.0";"43.33";"4.33";"36.67";"6.67";"3.33";"0.67";"10.67";"3885.33";"151.21";"608.33";"257.33";"28.33";"113.33";"5.0";"370.67";"33.33";"46.0";"3.67";"35.0";"6.67";"3.0";"1.33";"22.33";"3872.46";"129.08";"538.61";"266.81";"25.22";"106.86";"4.65";"373.67";"29.87";"43.14";"4.31";"36.5";"6.64";"3.32";"0.66";"10.62";"4536.39";"151.21";"710.27";"300.45";"33.08";"132.32";"5.84";"432.78";"38.92";"53.71";"4.28";"40.86";"7.78";"3.5";"1.56";"26.08"
"Marcos Llorente Moreno";"Marcos Llorente";"11608";"1995-01-30";"Atlético Madrid";"275";"ESP - LaLiga";"4";"2025/2026";"129";"Full Back";"96.17";"55.2";"30.09";"25.1";"17";"0";"10531.94";"109.51";"1249.53";"570.18";"59.59";"251.71";"13.59";"821.88";"73.18";"30.67";"32.26";"32.58";"34.3";"109.24";"8.59";"94.53";"21.29";"6.12";"0.58";"0.61";"3.18";"1.08";"1.27";"39.94";"1.79";"2.59";"9856.08";"109.51";"1169.34";"533.59";"55.76";"235.55";"12.72";"769.14";"68.48";"102.23";"8.04";"88.46";"19.93";"5.73";"2.97";"37.38";"8183.6";"136.39";"1208.99";"565.81";"58.51";"251.48";"12.66";"817.29";"71.17";"89.52";"6.84";"67.65";"13.11";"4.73";"2.37";"39.07";"3848.53";"127.89";"512.53";"220.94";"24.41";"99.76";"5.06";"320.71";"29.47";"39.47";"3.65";"31.65";"6.12";"2.47";"1.12";"13.0";"3680.12";"146.59";"599.71";"299.59";"29.41";"131.59";"6.59";"431.18";"36.0";"42.88";"2.65";"30.59";"5.94";"1.88";"1.06";"22.94";"3836.62";"127.89";"510.94";"220.26";"24.34";"99.46";"5.04";"319.71";"29.38";"39.35";"3.64";"31.55";"6.1";"2.46";"1.11";"12.96";"4397.69";"146.59";"716.64";"358.0";"35.15";"157.25";"7.87";"515.25";"43.02";"51.24";"3.16";"36.55";"7.1";"2.25";"1.27";"27.41"
"Unai Elgezabal Udondo";"Unai Elgezabal";"11610";"1993-04-25";"Levante UD";"281";"ESP - LaLiga";"4";"2025/2026";"129";"Central Defender";"90.03";"47.79";"18.24";"29.55";"10";"0";"8879.4";"98.63";"908.2";"255.5";"23.8";"59.4";"3.1";"314.9";"26.9";"27.15";"28.32";"28.79";"30.13";"87.0";"3.4";"69.2";"9.7";"2.3";"0.76";"0.94";"0.8";"1.72";"null";"19.0";"2.14";"3.12";"8876.77";"98.63";"907.93";"255.42";"23.79";"59.38";"3.1";"314.81";"26.89";"86.97";"3.4";"69.18";"9.7";"2.3";"0.8";"18.99";"7630.98";"127.18";"975.58";"276.44";"24.48";"69.8";"2.39";"346.24";"26.87";"79.22";"3.01";"57.62";"5.77";"1.26";"0.25";"20.46";"2316.6";"126.98";"288.5";"51.3";"4.2";"11.8";"0.4";"63.1";"4.6";"19.5";"1.0";"14.8";"1.6";"0.3";"0.1";"3.7";"3761.9";"127.31";"488.6";"168.9";"15.3";"43.8";"1.5";"212.7";"16.8";"43.6";"1.4";"31.1";"3.0";"0.7";"0.1";"12.6";"3809.5";"126.98";"474.42";"84.36";"6.91";"19.4";"0.66";"103.76";"7.56";"32.07";"1.64";"24.34";"2.63";"0.49";"0.16";"6.08";"3819.19";"127.31";"496.04";"171.47";"15.53";"44.47";"1.52";"215.94";"17.06";"44.26";"1.42";"31.57";"3.05";"0.71";"0.1";"12.79"
"Mario Hermoso Canseco";"Mario Hermoso";"11620";"1995-06-18";"Roma";"142";"ITA - Serie A";"5";"2025/2026";"129";"Central Defender";"84.59";"46.19";"25.42";"20.77";"25";"0";"9035.4";"106.81";"1117.36";"431.68";"38.92";"134.88";"7.08";"566.56";"46.0";"28.42";"29.76";"29.99";"30.9";"93.6";"4.68";"75.04";"11.48";"2.88";"0.72";"0.72";"1.0";"1.41";"1.54";"26.72";"2.04";"2.61";"9613.04";"106.81";"1188.79";"459.28";"41.41";"143.5";"7.53";"602.78";"48.94";"99.58";"4.98";"79.84";"12.21";"3.06";"1.06";"28.43";"8228.35";"137.14";"1261.97";"509.6";"44.38";"161.4";"7.27";"671.0";"51.65";"88.13";"4.57";"64.43";"8.05";"2.49";"0.78";"31.23";"3224.04";"126.85";"413.28";"112.08";"10.32";"23.28";"1.12";"135.36";"11.44";"29.84";"1.8";"24.64";"2.68";"0.88";"0.2";"7.28";"3109.96";"149.73";"558.16";"280.2";"23.84";"100.96";"4.48";"381.16";"28.32";"38.0";"1.72";"24.96";"3.52";"1.04";"0.4";"16.76";"3805.42";"126.85";"487.81";"132.29";"12.18";"27.48";"1.32";"159.77";"13.5";"35.22";"2.12";"29.08";"3.16";"1.04";"0.24";"8.59";"4492.0";"149.73";"806.2";"404.72";"34.43";"145.83";"6.47";"550.54";"40.91";"54.89";"2.48";"36.05";"5.08";"1.5";"0.58";"24.21"
"Clément Lenglet";"C. Lenglet";"11623";"1995-06-17";"Atlético Madrid";"275";"ESP - LaLiga";"4";"2025/2026";"129";"Central Defender";"88.4";"48.68";"24.29";"24.4";"17";"0";"9375.53";"106.06";"1190.0";"371.12";"34.0";"91.76";"5.41";"462.88";"39.41";"27.89";"29.84";"29.45";"31.6";"109.47";"4.35";"86.94";"12.76";"2.41";"0.74";"0.81";"0.82";"1.45";"1.57";"24.82";"1.97";"2.86";"9545.54";"106.06";"1211.58";"377.85";"34.62";"93.43";"5.51";"471.28";"40.13";"111.46";"4.43";"88.52";"13.0";"2.46";"0.84";"25.27";"8116.57";"135.28";"1235.84";"407.21";"36.32";"107.08";"5.36";"514.29";"41.69";"94.32";"4.06";"68.65";"9.35";"2.1";"0.72";"26.68";"3214.71";"132.36";"472.82";"119.41";"9.41";"13.71";"1.0";"133.12";"10.41";"32.12";"1.29";"24.35";"3.06";"0.47";"0.0";"5.59";"3371.12";"138.18";"529.94";"211.0";"20.06";"73.18";"3.35";"284.18";"23.41";"44.41";"2.0";"31.35";"4.53";"1.24";"0.59";"16.06";"3970.7";"132.36";"584.02";"147.49";"11.63";"16.93";"1.24";"164.42";"12.86";"39.67";"1.6";"30.08";"3.78";"0.58";"0.0";"6.9";"4145.48";"138.18";"651.67";"259.47";"24.67";"89.99";"4.12";"349.45";"28.79";"54.61";"2.46";"38.55";"5.57";"1.52";"0.72";"19.75"
"Nicolas Cozza";"N. Cozza";"11624";"1999-01-08";"FC Nantes";"66";"FRA - Ligue 1";"3";"2025/2026";"129";"Central Defender";"94.18";"48.76";"20.18";"28.58";"14";"0";"10787.21";"114.54";"1549.14";"580.07";"51.71";"144.43";"9.86";"724.5";"61.57";"28.23";"29.28";"30.04";"31.33";"124.07";"6.36";"100.0";"13.36";"4.64";"0.63";"0.67";"1.64";"1.36";"1.47";"40.21";"1.89";"2.68";"10308.21";"114.54";"1480.35";"554.31";"49.42";"138.02";"9.42";"692.33";"58.84";"118.56";"6.07";"95.56";"12.76";"4.44";"1.57";"38.43";"9069.93";"151.17";"1606.92";"625.07";"54.67";"166.13";"9.84";"791.2";"64.52";"106.18";"5.1";"77.09";"9.58";"3.34";"1.23";"44.04";"2943.14";"145.85";"468.64";"164.21";"14.07";"35.29";"2.21";"199.5";"16.29";"27.0";"1.07";"21.14";"2.36";"0.36";"0.07";"6.5";"4427.07";"154.92";"837.14";"343.71";"30.36";"99.71";"5.79";"443.43";"36.14";"59.29";"3.07";"41.5";"5.43";"2.36";"0.93";"29.29";"4375.65";"145.85";"696.74";"244.14";"20.92";"52.46";"3.29";"296.6";"24.21";"40.14";"1.59";"31.43";"3.5";"0.53";"0.11";"9.66";"4647.46";"154.92";"878.82";"360.82";"31.87";"104.68";"6.07";"465.5";"37.94";"62.24";"3.22";"43.57";"5.7";"2.47";"0.97";"30.74"
"Nicolas Cozza";"N. Cozza";"11624";"1999-01-08";"FC Nantes";"66";"FRA - Ligue 1";"3";"2025/2026";"129";"Full Back";"91.39";"50.06";"21.28";"28.77";"13";"0";"10706.69";"117.15";"1706.08";"720.15";"63.31";"198.15";"11.62";"918.31";"74.92";"27.98";"28.7";"30.22";"31.23";"117.0";"6.92";"95.0";"20.77";"5.38";"0.64";"0.7";"1.46";"1.3";"1.42";"44.0";"1.98";"2.64";"10543.29";"117.15";"1680.04";"709.16";"62.34";"195.13";"11.44";"904.29";"73.78";"115.21";"6.82";"93.55";"20.45";"5.3";"1.44";"43.33";"9097.51";"151.63";"1780.41";"789.01";"67.22";"222.59";"11.89";"1011.59";"79.11";"104.1";"6.09";"74.04";"14.75";"4.61";"1.57";"47.3";"3306.62";"155.36";"645.54";"286.85";"23.15";"100.08";"4.85";"386.92";"28.0";"33.62";"1.92";"23.15";"4.0";"1.31";"0.31";"10.23";"4283.0";"148.86";"839.77";"371.38";"32.92";"85.62";"5.08";"457.0";"38.0";"53.23";"3.15";"38.62";"8.31";"2.54";"1.0";"29.23";"4660.85";"155.36";"909.92";"404.33";"32.64";"141.06";"6.83";"545.39";"39.47";"47.38";"2.71";"32.64";"5.64";"1.84";"0.43";"14.42";"4465.83";"148.86";"875.62";"387.24";"34.33";"89.27";"5.29";"476.51";"39.62";"55.5";"3.29";"40.26";"8.66";"2.65";"1.04";"30.48"
"Gianluca Mancini";"G. Mancini";"11626";"1996-04-17";"Roma";"142";"ITA - Serie A";"5";"2025/2026";"129";"Central Defender";"91.91";"49.42";"26.84";"22.58";"36";"0";"10008.5";"108.89";"1315.81";"569.5";"50.78";"183.31";"10.11";"752.81";"60.89";"28.51";"29.8";"30.16";"31.63";"105.14";"5.28";"84.08";"14.67";"3.67";"0.67";"0.75";"1.28";"1.31";"1.52";"29.53";"1.91";"2.56";"9800.1";"108.89";"1288.41";"557.64";"49.72";"179.49";"9.9";"737.13";"59.62";"102.95";"5.17";"82.33";"14.36";"3.59";"1.25";"28.91";"8429.05";"140.48";"1382.42";"632.19";"55.2";"207.73";"10.08";"839.92";"65.29";"92.06";"4.25";"65.93";"9.11";"2.66";"0.74";"32.61";"3518.61";"131.07";"487.64";"194.83";"16.94";"60.72";"2.97";"255.56";"19.92";"33.36";"1.64";"26.64";"3.03";"0.89";"0.08";"7.25";"3424.56";"151.68";"651.08";"325.92";"28.53";"110.39";"5.33";"436.31";"33.86";"42.47";"1.86";"27.67";"4.47";"1.31";"0.53";"19.61";"3932.15";"131.07";"544.95";"217.73";"18.94";"67.86";"3.32";"285.59";"22.26";"37.28";"1.83";"29.77";"3.38";"0.99";"0.09";"8.1";"4550.25";"151.68";"865.1";"433.05";"37.91";"146.68";"7.09";"579.72";"44.99";"56.43";"2.47";"36.76";"5.94";"1.73";"0.7";"26.06"
"Jules Koundé";"J. Koundé";"11630";"1998-11-12";"FC Barcelona";"264";"ESP - LaLiga";"4";"2025/2026";"129";"Full Back";"89.97";"50.33";"33.53";"16.8";"26";"0";"10015.65";"111.32";"1442.46";"693.15";"69.27";"285.08";"15.62";"978.23";"84.88";"29.95";"31.16";"31.48";"33.03";"129.5";"10.85";"104.12";"24.5";"8.19";"0.6";"0.6";"2.62";"1.21";"1.22";"43.5";"1.92";"2.54";"10019.08";"111.32";"1442.95";"693.39";"69.29";"285.17";"15.62";"978.57";"84.91";"129.54";"10.85";"104.15";"24.51";"8.2";"2.62";"43.51";"8470.15";"141.17";"1510.36";"752.68";"73.73";"309.45";"15.86";"1062.13";"89.59";"111.14";"9.12";"81.52";"17.84";"6.56";"2.2";"45.21";"4323.46";"128.93";"655.77";"291.58";"28.92";"99.08";"5.62";"390.65";"34.54";"51.92";"4.62";"41.81";"8.12";"3.31";"0.85";"15.81";"2781.69";"165.61";"611.19";"339.81";"32.92";"160.5";"7.69";"500.31";"40.62";"41.31";"3.04";"26.58";"6.85";"2.19";"1.0";"22.12";"3867.76";"128.93";"586.65";"260.84";"25.87";"88.63";"5.02";"349.48";"30.9";"46.45";"4.13";"37.4";"7.26";"2.96";"0.76";"14.14";"4968.45";"165.61";"1091.66";"606.94";"58.8";"286.67";"13.74";"893.61";"72.54";"73.78";"5.43";"47.47";"12.23";"3.92";"1.79";"39.5"
"Emerson Palmieri dos Santos";"Emerson Palmieri";"11633";"1994-08-03";"Olympique de Marseille";"80";"FRA - Ligue 1";"3";"2025/2026";"129";"Central Defender";"98.33";"56.54";"31.67";"24.87";"3";"0";"10742.33";"109.24";"1444.0";"526.67";"49.33";"175.0";"10.0";"701.67";"59.33";"29.47";"29.47";"30.93";"30.93";"113.33";"7.67";"98.0";"14.0";"5.0";"0.73";"null";"1.67";"1.42";"null";"33.67";"2.23";"null";"9831.97";"109.24";"1321.63";"482.03";"45.15";"160.17";"9.15";"642.2";"54.31";"103.73";"7.02";"89.69";"12.81";"4.58";"1.53";"30.81";"8254.14";"137.57";"1379.94";"513.63";"44.92";"176.16";"8.84";"689.79";"53.77";"88.43";"5.66";"73.22";"8.49";"3.54";"1.06";"32.54";"3955.0";"124.87";"551.33";"159.0";"15.0";"61.67";"3.33";"220.67";"18.33";"38.33";"3.0";"37.67";"3.0";"1.67";"0.33";"8.33";"3823.0";"153.74";"749.0";"325.0";"27.33";"104.33";"5.0";"429.33";"32.33";"45.0";"2.33";"31.33";"5.0";"1.67";"0.67";"22.33";"3746.18";"124.87";"522.22";"150.61";"14.21";"58.41";"3.16";"209.02";"17.37";"36.31";"2.84";"35.68";"2.84";"1.58";"0.32";"7.89";"4612.2";"153.74";"903.62";"392.09";"32.98";"125.87";"6.03";"517.96";"39.01";"54.29";"2.82";"37.8";"6.03";"2.01";"0.8";"26.94"
"Emerson Palmieri dos Santos";"Emerson Palmieri";"11633";"1994-08-03";"Olympique de Marseille";"80";"FRA - Ligue 1";"3";"2025/2026";"129";"Full Back";"90.64";"50.83";"28.06";"22.77";"22";"0";"9809.68";"108.23";"1404.45";"628.05";"58.27";"189.5";"11.73";"817.55";"70.0";"28.71";"29.9";"30.51";"32.03";"105.64";"7.05";"89.73";"18.18";"4.68";"0.67";"0.69";"1.36";"1.27";"1.33";"37.36";"1.78";"2.71";"9740.73";"108.23";"1394.58";"623.63";"57.86";"188.17";"11.64";"811.8";"69.51";"104.89";"7.0";"89.1";"18.05";"4.65";"1.35";"37.1";"8306.12";"138.44";"1475.17";"691.41";"61.54";"209.8";"11.97";"901.21";"73.51";"94.81";"6.12";"70.83";"13.04";"3.97";"1.13";"38.95";"3702.09";"131.95";"603.77";"288.36";"26.05";"100.23";"5.5";"388.59";"31.55";"38.0";"2.64";"30.73";"5.09";"1.77";"0.5";"12.41";"3334.41";"146.43";"645.91";"297.36";"26.09";"77.5";"4.64";"374.86";"30.73";"42.32";"2.55";"29.27";"5.95";"1.59";"0.45";"20.59";"3958.49";"131.95";"645.59";"308.34";"27.85";"107.17";"5.88";"415.5";"33.73";"40.63";"2.82";"32.86";"5.44";"1.9";"0.53";"13.27";"4392.78";"146.43";"850.93";"391.75";"34.37";"102.1";"6.11";"493.85";"40.48";"55.75";"3.35";"38.56";"7.84";"2.1";"0.6";"27.13"
"Scott McTominay";"S. McTominay";"11639";"1996-12-08";"Napoli";"143";"ITA - Serie A";"5";"2025/2026";"129";"Midfield";"92.47";"52.92";"29.8";"23.12";"23";"0";"11636.87";"125.85";"1961.26";"521.35";"44.39";"143.04";"7.22";"664.39";"51.61";"27.94";"29.56";"30.13";"31.97";"101.74";"2.74";"91.17";"8.78";"1.96";"0.7";"0.75";"0.57";"1.36";"1.47";"28.09";"1.8";"2.83";"11326.62";"125.85";"1908.97";"507.45";"43.21";"139.23";"7.02";"646.68";"50.23";"99.03";"2.67";"88.74";"8.55";"1.9";"0.55";"27.34";"9837.8";"163.96";"2056.47";"556.48";"47.13";"152.58";"6.9";"709.06";"54.03";"92.63";"1.77";"74.79";"6.41";"0.94";"0.2";"30.02";"4861.04";"163.13";"991.35";"275.78";"23.83";"89.0";"4.13";"364.78";"27.96";"45.17";"0.91";"35.96";"3.09";"0.48";"0.04";"13.91";"3815.35";"165.03";"822.35";"215.0";"17.74";"45.57";"1.96";"260.57";"19.7";"36.52";"0.65";"30.0";"2.57";"0.35";"0.13";"12.57";"4894.02";"163.13";"998.07";"277.65";"23.99";"89.6";"4.16";"367.26";"28.15";"45.48";"0.92";"36.2";"3.11";"0.48";"0.04";"14.01";"4950.96";"165.03";"1067.11";"278.99";"23.02";"59.13";"2.54";"338.12";"25.56";"47.39";"0.85";"38.93";"3.33";"0.45";"0.17";"16.31"
"Scott McTominay";"S. McTominay";"11639";"1996-12-08";"Napoli";"143";"ITA - Serie A";"5";"2025/2026";"129";"Wide Attacker";"90.45";"51.44";"29.96";"21.47";"10";"0";"11126.3";"123.01";"1776.8";"543.9";"46.3";"140.2";"7.5";"684.1";"53.8";"28.17";"29.46";"30.38";"31.7";"105.8";"3.5";"93.8";"12.1";"1.9";"0.78";"0.87";"0.2";"null";"null";"33.0";"1.99";"2.8";"11070.74";"123.01";"1767.93";"541.18";"46.07";"139.5";"7.46";"680.68";"53.53";"105.27";"3.48";"93.33";"12.04";"1.89";"0.2";"32.84";"9502.1";"158.37";"1885.09";"592.44";"49.22";"144.06";"7.23";"736.49";"56.46";"97.4";"3.27";"77.45";"8.52";"1.63";"0.23";"36.39";"4677.8";"156.11";"868.9";"285.5";"23.8";"78.3";"4.0";"363.8";"27.8";"51.5";"1.9";"39.4";"4.1";"1.1";"0.2";"17.0";"3468.4";"161.52";"747.2";"222.4";"18.4";"45.2";"2.2";"267.6";"20.6";"32.0";"0.9";"27.0";"3.2";"0.3";"0.0";"14.2";"4683.26";"156.11";"869.91";"285.83";"23.83";"78.39";"4.0";"364.22";"27.83";"51.56";"1.9";"39.45";"4.1";"1.1";"0.2";"17.02";"4845.64";"161.52";"1043.9";"310.71";"25.71";"63.15";"3.07";"373.86";"28.78";"44.71";"1.26";"37.72";"4.47";"0.42";"0.0";"19.84"
