"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Change of Direction Count P60BIP"
"Max Fenger";"M. Fenger";"28846";"2001-08-07";"IFK Göteborg";"1480";"SWE - Allsvenskan";"90";"2026/2026";"130";"Center Forward";"65,4";"37,59";"18,41";"19,18";"3";"0";"8418,67";"128,73";"1359,33";"702,33";"59,33";"224,33";"11,67";"926,67";"71,0";"28,57";"28,57";"82,67";"4,0";"65,67";"10,33";"1,33";"null";"null";"0,0";"null";"null";"45,67";"2,09";"null";"11585,32";"128,73";"1870,64";"966,51";"81,65";"308,72";"16,06";"1275,23";"97,71";"113,76";"5,5";"90,37";"14,22";"1,83";"0,0";"62,84";"9652,85";"160,88";"1922,38";"1040,2";"88,32";"340,53";"17,56";"1380,73";"105,88";"90,45";"4,79";"64,91";"11,17";"2964,67";"161,07";"570,67";"393,33";"32,0";"160,67";"7,33";"554,0";"39,33";"32,33";"1,67";"20,0";"4,0";"0,67";"0,0";"19,0";"3082,67";"160,7";"633,67";"258,33";"23,33";"52,67";"3,67";"311,0";"27,0";"24,33";"1,33";"20,67";"3,0";"0,0";"0,0";"23,33";"4832,24";"161,07";"930,15";"641,11";"52,16";"261,88";"11,95";"902,99";"64,11";"52,7";"2,72";"32,6";"6,52";"1,09";"0,0";"30,97";"4820,85";"160,7";"990,96";"404,0";"36,49";"82,36";"5,73";"486,36";"42,22";"38,05";"2,09";"32,32";"4,69";"0,0";"0,0";"36,49";"0,0";"1,06";"67,57"
"Frederico Fonseca Pires de Almeida Duarte";"Frederico Duarte";"28991";"1999-03-30";"Wisła Kraków";"187";"POL - I liga";"407";"2025/2026";"129";"Center Forward";"98,32";"44,82";"26,46";"18,36";"3";"0";"10859,0";"110,45";"1595,33";"803,33";"82,0";"317,33";"19,33";"1120,67";"101,33";"29,67";"29,67";"103,67";"10,0";"84,0";"21,0";"7,33";"0,78";"0,86";"2,0";"1,64";"null";"53,33";"2,02";"null";"9940,43";"110,45";"1460,38";"735,38";"75,06";"290,49";"17,7";"1025,87";"92,76";"94,9";"9,15";"76,89";"19,22";"6,71";"1,83";"48,82";"9279,58";"154,66";"1845,74";"958,57";"97,73";"407,88";"22,76";"1366,46";"120,49";"95,5";"8,03";"70,51";"16,51";"4010,33";"151,56";"743,67";"420,33";"43,0";"199,33";"11,0";"619,67";"54,0";"46,67";"3,33";"33,0";"6,0";"2,33";"0,67";"28,33";"2921,0";"159,13";"635,0";"295,67";"30,0";"105,33";"6,0";"401,0";"36,0";"24,67";"2,67";"19,67";"6,33";"1,33";"0,33";"20,33";"4546,67";"151,56";"843,12";"476,55";"48,75";"225,99";"12,47";"702,54";"61,22";"52,91";"3,78";"37,41";"6,8";"2,65";"0,76";"32,12";"4774,03";"159,13";"1037,83";"483,23";"49,03";"172,15";"9,81";"655,39";"58,84";"40,31";"4,36";"32,14";"10,35";"2,18";"0,54";"33,23";"1,34";"4,91";"65,15"
"Frederico Fonseca Pires de Almeida Duarte";"Frederico Duarte";"28991";"1999-03-30";"Wisła Kraków";"187";"POL - I liga";"407";"2025/2026";"129";"Wide Attacker";"70,93";"35,54";"20,29";"15,25";"25";"2";"8183,48";"115,37";"1198,92";"602,64";"57,52";"235,44";"12,6";"838,08";"70,12";"29,11";"30,64";"86,76";"5,6";"69,72";"14,52";"4,2";"0,61";"0,68";"1,56";"1,22";"1,33";"39,44";"1,84";"2,73";"10383,27";"115,37";"1521,2";"764,64";"72,98";"298,73";"15,99";"1063,36";"88,97";"110,08";"7,11";"88,46";"18,42";"5,33";"1,98";"50,04";"9142,49";"152,37";"1780,82";"923,53";"85,97";"364,12";"17,9";"1287,65";"103,86";"100,69";"6,96";"68,61";"12,76";"2968,2";"146,26";"528,16";"293,44";"27,6";"118,48";"6,08";"411,92";"33,68";"34,2";"2,44";"22,28";"3,84";"1,76";"0,68";"20,2";"2447,2";"160,51";"526,68";"253,6";"23,32";"97,2";"4,52";"350,8";"27,84";"25,44";"1,68";"18,36";"3,72";"1,08";"0,4";"16,08";"4387,94";"146,26";"780,79";"433,8";"40,8";"175,15";"8,99";"608,95";"49,79";"50,56";"3,61";"32,94";"5,68";"2,6";"1,01";"29,86";"4815,22";"160,51";"1036,32";"498,99";"45,89";"191,25";"8,89";"690,25";"54,78";"50,06";"3,31";"36,13";"7,32";"2,13";"0,79";"31,64";"1,82";"4,79";"61,25"
"Nemanja Milojević";"N. Milojević";"29011";"1998-02-23";"FK Mladost Lucani";"1618";"SRB - Superliga";"105";"2025/2026";"129";"Midfield";"71,77";"41,86";"16,69";"25,17";"16";"0";"8765,12";"122,13";"1309,62";"465,19";"38,94";"123,06";"5,94";"588,25";"44,88";"28,26";"30,58";"83,94";"3,12";"74,75";"9,0";"2,25";"0,68";"0,7";"0,62";"1,3";"1,46";"22,38";"1,94";"2,89";"10991,55";"122,13";"1642,28";"583,35";"48,83";"154,32";"7,45";"737,67";"56,27";"105,26";"3,92";"93,74";"11,29";"2,82";"0,78";"28,06";"9314,01";"155,23";"1748,09";"645,4";"53,12";"165,63";"6,81";"811,03";"59,93";"93,79";"2,24";"72,56";"8,24";"2539,94";"152,18";"460,25";"183,25";"15,88";"62,0";"2,19";"245,25";"18,06";"24,0";"0,62";"17,06";"1,62";"0,38";"0,0";"6,81";"3958,69";"157,26";"759,44";"267,06";"21,19";"53,56";"2,56";"320,62";"23,75";"41,44";"0,94";"33,56";"4,12";"0,56";"0,12";"14,06";"4565,32";"152,18";"827,26";"329,38";"28,53";"111,44";"3,93";"440,82";"32,47";"43,14";"1,12";"30,67";"2,92";"0,67";"0,0";"12,24";"4717,79";"157,26";"905,06";"318,27";"25,25";"63,83";"3,05";"382,11";"28,3";"49,38";"1,12";"40,0";"4,92";"0,67";"0,15";"16,76";"0,18";"1,34";"29,92"
"Konstantinos Doumtsios";"K. Doumtsios";"29013";"1997-09-20";"ACS Petrolul 52 Ploieşti";"3134";"ROU - Liga 1";"104";"2025/2026";"129";"Center Forward";"75,14";"38,9";"17,77";"21,13";"9";"0";"7977,89";"106,17";"1033,0";"507,11";"54,33";"247,78";"12,67";"754,89";"67,0";"29,99";"31,24";"85,67";"7,11";"66,78";"20,67";"4,56";"0,77";"0,87";"1,22";"1,64";"null";"35,78";"1,93";"2,7";"9555,54";"106,17";"1237,28";"607,39";"65,08";"296,78";"15,17";"904,17";"80,25";"102,61";"8,52";"79,98";"24,75";"5,46";"1,46";"42,85";"8253,52";"137,56";"1376,42";"700,46";"71,3";"345,69";"16,11";"1046,15";"87,41";"87,75";"6,51";"62,73";"16,97";"2472,89";"139,14";"425,0";"234,33";"23,78";"131,44";"6,11";"365,78";"29,89";"29,89";"2,33";"19,0";"4,56";"0,89";"0,44";"16,56";"2877,89";"136,23";"467,33";"219,78";"22,44";"92,67";"4,33";"312,44";"26,78";"27,0";"1,89";"21,67";"6,44";"1,33";"0,33";"15,56";"4174,3";"139,14";"717,41";"395,56";"40,14";"221,88";"10,32";"617,44";"50,45";"50,45";"3,94";"32,07";"7,69";"1,5";"0,75";"27,95";"4086,76";"136,23";"663,64";"312,1";"31,87";"131,59";"6,15";"443,69";"38,03";"38,34";"2,68";"30,77";"9,15";"1,89";"0,47";"22,09";"1,2";"3,43";"49,53"
"Matej Rodin";"M. Rodin";"29138";"1996-02-13";"Lechia Gdańsk";"194";"POL - Ekstraklasa";"43";"2025/2026";"129";"Central Defender";"97,04";"48,26";"23,92";"24,34";"23";"1";"9849,48";"101,49";"1204,26";"374,09";"31,96";"83,26";"5,13";"457,35";"37,09";"27,6";"29,18";"104,39";"4,7";"79,13";"8,52";"2,78";"0,71";"0,85";"0,7";"1,46";"null";"20,43";"2,09";"2,84";"9134,53";"101,49";"1116,85";"346,93";"29,64";"77,22";"4,76";"424,15";"34,39";"96,81";"4,35";"73,39";"7,9";"2,58";"0,65";"18,95";"8130,7";"135,51";"1260,57";"424,24";"35,62";"100,43";"4,81";"524,67";"40,43";"91,29";"3,84";"65,19";"6,22";"3198,91";"133,74";"445,61";"104,17";"8,48";"14,04";"0,87";"118,22";"9,35";"30,09";"1,22";"22,13";"1,65";"0,65";"0,0";"5,57";"3341,39";"137,25";"568,39";"237,09";"20,17";"66,74";"3,0";"303,83";"23,17";"43,35";"1,87";"30,3";"3,35";"1,13";"0,48";"12,61";"4012,21";"133,74";"558,9";"130,66";"10,63";"17,61";"1,09";"148,27";"11,72";"37,74";"1,53";"27,76";"2,07";"0,82";"0,0";"6,98";"4117,56";"137,25";"700,42";"292,16";"24,86";"82,24";"3,7";"374,4";"28,56";"53,42";"2,3";"37,34";"4,13";"1,39";"0,59";"15,54";"0,59";"2,22";"22,59"
"Alejandro Carbonell Vallés";"Álex Carbonell";"29149";"1997-09-15";"FC Penafiel";"236";"POR - Segunda Liga";"102";"2025/2026";"129";"Midfield";"89,06";"42,11";"20,52";"21,59";"9";"0";"10295,67";"115,6";"1972,11";"483,11";"37,89";"32,33";"2,33";"515,44";"40,22";"24,84";"25,72";"116,11";"3,44";"94,78";"10,56";"1,78";"0,87";"null";"0,0";"null";"null";"41,44";"1,89";"2,83";"10404,2";"115,6";"1992,9";"488,2";"38,29";"32,67";"2,36";"520,88";"40,65";"117,34";"3,48";"95,78";"10,67";"1,8";"0,0";"41,88";"9897,82";"164,96";"2505,96";"624,83";"47,97";"40,21";"2,85";"665,04";"50,82";"111,76";"3,32";"82,32";"7,92";"3328,33";"162,21";"859,33";"154,0";"13,56";"10,56";"0,67";"164,56";"14,22";"37,56";"1,33";"26,78";"2,78";"0,44";"0,0";"16,0";"3618,78";"167,58";"899,56";"284,56";"20,11";"17,67";"1,33";"302,22";"21,44";"40,89";"1,0";"31,0";"2,78";"0,44";"0,0";"20,56";"4866,34";"162,21";"1256,43";"225,16";"19,82";"15,43";"0,97";"240,6";"20,79";"54,91";"1,95";"39,15";"4,06";"0,65";"0,0";"23,39";"5027,37";"167,58";"1249,7";"395,32";"27,94";"24,54";"1,85";"419,86";"29,79";"56,8";"1,39";"43,07";"3,86";"0,62";"0,0";"28,56";"0,0";"1,27";"52,08"
"Rafik Zekhnini";"R. Zekhnini";"29159";"1998-01-12";"Raufoss Fotball";"2560";"NOR - Obos Ligaen";"174";"2026/2026";"130";"Wide Attacker";"61,78";"37,43";"17,34";"20,09";"3";"0";"7110,33";"115,1";"961,0";"420,67";"40,33";"178,0";"8,0";"598,67";"48,33";"30,33";"30,33";"78,33";"6,67";"62,33";"12,33";"3,67";"0,74";"null";"0,0";"null";"null";"25,67";"null";"null";"10358,58";"115,1";"1400,02";"612,84";"58,76";"259,32";"11,65";"872,16";"70,41";"114,12";"9,71";"90,81";"17,97";"5,34";"0,0";"37,39";"8449,87";"140,83";"1400,03";"614,52";"56,64";"218,55";"10,15";"833,07";"66,8";"94,05";"8,55";"72,67";"11,22";"2579,33";"148,76";"417,0";"223,67";"21,33";"100,67";"4,67";"324,33";"26,0";"31,0";"3,0";"19,33";"3,33";"1,67";"0,0";"12,0";"2691,67";"133,99";"456,33";"159,67";"14,0";"35,67";"1,67";"195,33";"15,67";"27,67";"2,33";"26,0";"3,67";"1,0";"0,0";"11,33";"4462,8";"148,76";"721,5";"386,99";"36,91";"174,17";"8,07";"561,17";"44,99";"53,64";"5,19";"33,45";"5,77";"2,88";"0,0";"20,76";"4019,63";"133,99";"681,47";"238,44";"20,91";"53,26";"2,49";"291,7";"23,4";"41,32";"3,48";"38,83";"5,48";"1,49";"0,0";"16,92";"0,0";"4,27";"37,41"
"Luís Pedro de Freitas Pinto Trabulo";"Pité";"29177";"1994-08-22";"SC União Torreense";"3234";"POR - Segunda Liga";"102";"2025/2026";"129";"Center Forward";"63,32";"31,06";"14,92";"16,15";"8";"0";"7692,0";"121,48";"1424,12";"399,38";"32,62";"65,62";"3,88";"465,0";"36,5";"27,16";"27,92";"73,38";"3,0";"58,12";"7,0";"1,62";"0,93";"1,07";"0,25";"null";"null";"33,88";"2,0";"2,84";"10932,89";"121,48";"2024,16";"567,64";"46,37";"93,27";"5,51";"660,92";"51,88";"104,29";"4,26";"82,61";"9,95";"2,31";"0,36";"48,15";"10021,14";"167,02";"2451,02";"697,26";"56,25";"120,23";"5,07";"817,49";"61,32";"97,54";"3,62";"70,98";"9,17";"2333,12";"156,39";"510,5";"141,25";"12,5";"30,25";"1,0";"171,5";"13,5";"24,12";"0,75";"16,62";"2,38";"0,25";"0,0";"11,62";"2855,25";"176,84";"758,5";"219,75";"16,62";"32,0";"1,62";"251,75";"18,25";"26,38";"1,12";"20,12";"2,38";"0,75";"0,12";"19,25";"4691,66";"156,39";"1026,56";"284,04";"25,14";"60,83";"2,01";"344,87";"27,15";"48,51";"1,51";"33,43";"4,78";"0,5";"0,0";"23,38";"5305,24";"176,84";"1409,34";"408,31";"30,89";"59,46";"3,02";"467,77";"33,91";"49,01";"2,09";"37,39";"4,41";"1,39";"0,23";"35,77";"0,24";"1,93";"59,63"
"Rui Filipe Caetano Moura";"Carraça";"29190";"1993-03-01";"GD Chaves";"515";"POR - Segunda Liga";"102";"2025/2026";"129";"Central Defender";"79,19";"36,36";"21,13";"15,22";"6";"0";"8324,5";"105,13";"1146,0";"379,5";"32,67";"65,0";"4,17";"444,5";"36,83";"26,52";"26,94";"92,67";"4,83";"69,17";"11,17";"3,5";"0,76";"0,82";"0,67";"null";"null";"22,5";"2,14";"3,02";"9461,32";"105,13";"1302,5";"431,33";"37,13";"73,88";"4,74";"505,2";"41,86";"105,32";"5,49";"78,61";"12,69";"3,98";"0,76";"25,57";"8767,45";"146,12";"1555,63";"546,5";"46,48";"101,21";"4,68";"647,72";"51,16";"100,94";"4,68";"69,59";"9,63";"2963,83";"140,24";"436,0";"153,67";"12,67";"31,5";"1,33";"185,17";"14,0";"28,5";"1,17";"22,33";"2,33";"0,83";"0,17";"8,17";"2349,0";"154,29";"506,67";"177,5";"15,5";"29,83";"1,5";"207,33";"17,0";"32,67";"1,67";"19,83";"3,5";"1,17";"0,33";"10,83";"4207,33";"140,24";"618,93";"218,14";"17,98";"44,72";"1,89";"262,85";"19,87";"40,46";"1,66";"31,7";"3,31";"1,18";"0,24";"11,59";"4628,57";"154,29";"998,36";"349,75";"30,54";"58,78";"2,96";"408,54";"33,5";"64,37";"3,28";"39,08";"6,9";"2,3";"0,66";"21,35";"0,83";"3,3";"31,35"
"Rui Filipe Caetano Moura";"Carraça";"29190";"1993-03-01";"GD Chaves";"515";"POR - Segunda Liga";"102";"2025/2026";"129";"Full Back";"66,06";"31,51";"16,74";"14,77";"12";"0";"7395,83";"111,95";"1095,42";"442,67";"37,58";"132,75";"6,75";"575,42";"44,33";"28,85";"29,98";"80,0";"4,92";"61,75";"13,75";"3,0";"0,7";"0,7";"0,58";"1,68";"null";"26,67";"2,03";"2,86";"10075,9";"111,95";"1492,37";"603,08";"51,2";"180,86";"9,2";"783,93";"60,4";"108,99";"6,7";"84,13";"18,73";"4,09";"0,79";"36,33";"9032,05";"150,53";"1718,12";"727,2";"61,57";"225,95";"10,47";"953,16";"72,04";"101,71";"6,35";"70,45";"13,96";"2487,58";"148,57";"431,42";"194,67";"17,08";"74,92";"3,08";"269,58";"20,17";"25,25";"1,67";"17,83";"3,25";"0,67";"0,08";"9,42";"2255,92";"152,76";"470,92";"187,25";"15,25";"43,75";"2,42";"231,0";"17,67";"28,17";"1,67";"19,17";"4,08";"0,83";"0,25";"13,58";"4457,22";"148,57";"773,01";"348,8";"30,61";"134,23";"5,52";"483,04";"36,13";"45,24";"2,99";"31,95";"5,82";"1,19";"0,15";"16,87";"4582,7";"152,76";"956,63";"380,38";"30,98";"88,87";"4,91";"469,26";"35,89";"57,22";"3,39";"38,94";"8,29";"1,69";"0,51";"27,59";"0,63";"2,86";"43,79"
"İlkay Durmuş";"Í. Durmuş";"29278";"1994-05-01";"Polonia Warszawa";"192";"POL - I liga";"407";"2025/2026";"129";"Full Back";"88,79";"44,25";"22,96";"21,28";"13";"0";"10143,85";"114,25";"1479,15";"659,0";"59,54";"206,46";"11,69";"865,46";"71,23";"28,77";"29,82";"109,54";"6,23";"93,77";"15,85";"4,62";"0,62";"0,77";"1,62";"1,41";"1,63";"32,38";"2,0";"2,78";"10282,11";"114,25";"1499,32";"667,98";"60,35";"209,28";"11,85";"877,26";"72,2";"111,03";"6,32";"95,05";"16,06";"4,68";"1,64";"32,83";"9246,07";"154,1";"1753,58";"823,96";"73,64";"260,67";"14,19";"1084,63";"87,83";"105,77";"6,57";"78,34";"12,73";"3543,38";"154,31";"676,62";"305,46";"26,85";"89,92";"5,77";"395,38";"32,62";"38,15";"2,62";"30,08";"4,23";"1,62";"0,62";"11,54";"3275,0";"153,88";"616,54";"302,15";"27,46";"102,31";"4,69";"404,46";"32,15";"39,85";"2,23";"27,69";"5,15";"1,54";"0,23";"18,08";"4629,29";"154,31";"883,97";"399,07";"35,07";"117,48";"7,54";"516,55";"42,61";"49,85";"3,42";"39,29";"5,53";"2,11";"0,8";"15,07";"4616,29";"153,88";"869,04";"425,9";"38,71";"144,21";"6,61";"570,11";"45,32";"56,17";"3,14";"39,03";"7,26";"2,17";"0,33";"25,48";"1,15";"4,28";"40,16"
"İlkay Durmuş";"Í. Durmuş";"29278";"1994-05-01";"Polonia Warszawa";"192";"POL - I liga";"407";"2025/2026";"129";"Wide Attacker";"86,43";"42,25";"22,52";"19,73";"6";"1";"9362,17";"108,32";"1258,33";"623,5";"64,83";"247,83";"15,33";"871,33";"80,17";"29,75";"29,9";"98,17";"8,83";"81,0";"21,17";"7,17";"0,68";"0,69";"2,5";"1,37";"1,61";"41,0";"1,93";"2,81";"9748,5";"108,32";"1310,26";"649,23";"67,51";"258,06";"15,97";"907,29";"83,47";"102,22";"9,2";"84,34";"22,04";"7,46";"2,6";"42,69";"8810,18";"146,84";"1564,5";"814,2";"81,66";"319,05";"18,93";"1133,25";"100,59";"98,22";"8,05";"66,27";"17,75";"3239,17";"143,82";"563,17";"281,67";"27,83";"115,5";"6,83";"397,17";"34,67";"38,33";"3,5";"24,0";"6,0";"2,5";"0,67";"18,5";"2964,67";"150,28";"538,5";"291,67";"29,67";"109,17";"6,5";"400,83";"36,17";"30,83";"2,17";"22,67";"6,5";"1,67";"0,67";"19,33";"4314,63";"143,82";"750,15";"375,19";"37,07";"153,85";"9,1";"529,03";"46,18";"51,06";"4,66";"31,97";"7,99";"3,33";"0,89";"24,64";"4508,36";"150,28";"818,9";"443,54";"45,11";"166,01";"9,88";"609,55";"55,0";"46,89";"3,29";"34,47";"9,88";"2,53";"1,01";"29,4";"1,89";"5,92";"53,73"
"Viktor Gustafson";"V. Gustafson";"29380";"1995-03-22";"Mjällby AIF";"1486";"SWE - Allsvenskan";"90";"2026/2026";"130";"Midfield";"71,11";"39,38";"21,11";"18,27";"3";"1";"9792,33";"137,72";"2059,0";"556,67";"44,33";"54,67";"4,33";"611,33";"48,67";"26,37";"26,37";"98,33";"2,33";"85,67";"10,67";"1,33";"null";"null";"1,0";"null";"null";"40,0";"2,13";"2,87";"12394,39";"137,72";"2606,13";"704,59";"56,11";"69,19";"5,48";"773,78";"61,6";"124,46";"2,95";"108,43";"13,5";"1,69";"1,27";"50,63";"10890,41";"181,51";"2877,26";"749,15";"61,96";"79,23";"5,08";"828,39";"67,04";"110,72";"2,03";"81,26";"8,63";"3730,67";"176,72";"980,33";"211,67";"18,67";"6,67";"1,0";"218,33";"19,67";"37,67";"0,67";"26,67";"2,67";"0,0";"0,0";"16,0";"3416,67";"187,04";"908,0";"280,0";"22,0";"45,33";"2,33";"325,33";"24,33";"35,0";"0,67";"26,67";"3,0";"0,67";"0,33";"19,67";"5301,47";"176,72";"1393,11";"300,79";"26,53";"9,47";"1,42";"310,26";"27,95";"53,53";"0,95";"37,89";"3,79";"0,0";"0,0";"22,74";"5611,31";"187,04";"1491,24";"459,85";"36,13";"74,45";"3,83";"534,31";"39,96";"57,48";"1,09";"43,8";"4,93";"1,09";"0,55";"32,3";"0,51";"1,02";"54,35"
"Viktor Gustafson";"V. Gustafson";"29380";"1995-03-22";"Mjällby AIF";"1486";"SWE - Allsvenskan";"90";"2026/2026";"130";"Wide Attacker";"50,29";"30,26";"15,43";"14,83";"3";"0";"6838,0";"135,97";"1309,0";"416,0";"35,0";"57,0";"4,67";"473,0";"39,67";"26,37";"26,37";"66,0";"2,33";"61,0";"7,67";"0,67";"null";"null";"0,33";"null";"null";"31,33";"2,25";"null";"12237,69";"135,97";"2342,66";"744,5";"62,64";"102,01";"8,35";"846,51";"70,99";"118,12";"4,18";"109,17";"13,72";"1,19";"0,6";"56,08";"10293,08";"171,55";"2389,21";"770,63";"62,79";"94,51";"5,95";"865,14";"68,74";"107,07";"2,64";"85,92";"8,59";"2624,33";"170,1";"575,33";"206,33";"17,33";"32,0";"2,33";"238,33";"19,67";"28,67";"0,67";"20,33";"1,67";"0,33";"0,0";"10,33";"2567,0";"173,06";"629,67";"182,33";"14,33";"15,67";"0,67";"198,0";"15,0";"25,33";"0,67";"23,0";"2,67";"0,0";"0,0";"18,0";"5103,13";"170,1";"1118,76";"401,22";"33,71";"62,23";"4,54";"463,45";"38,24";"55,74";"1,3";"39,54";"3,24";"0,65";"0,0";"20,09";"5191,69";"173,06";"1273,48";"368,76";"28,99";"31,69";"1,35";"400,45";"30,34";"51,24";"1,35";"46,52";"5,39";"0,0";"0,0";"36,4";"0,0";"0,66";"56,18"
"Jesper Gustavsson";"J. Gustavsson";"29382";"1994-10-29";"Mjällby AIF";"1486";"SWE - Allsvenskan";"90";"2026/2026";"130";"Midfield";"97,57";"56,88";"30,26";"26,62";"6";"1";"12423,5";"127,33";"2432,0";"782,83";"64,5";"132,33";"9,33";"915,17";"73,83";"26,68";"26,9";"137,0";"4,0";"117,17";"14,67";"3,5";"0,73";"0,75";"0,67";"1,99";"null";"46,33";"2,03";"2,74";"11459,36";"127,33";"2243,26";"722,08";"59,49";"122,06";"8,61";"844,14";"68,1";"126,37";"3,69";"108,07";"13,53";"3,23";"0,61";"42,74";"9879,96";"164,67";"2384,24";"768,49";"63,47";"123,25";"8,09";"891,74";"71,56";"110,76";"2,64";"81,4";"9,32";"4729,33";"156,31";"1086,0";"245,0";"22,33";"39,83";"2,33";"284,83";"24,67";"48,0";"1,17";"36,5";"3,5";"0,33";"0,0";"13,67";"4636,5";"174,16";"1174,17";"483,5";"37,83";"77,0";"5,33";"560,5";"43,17";"57,0";"1,33";"40,67";"5,33";"0,83";"0,17";"29,67";"4689,39";"156,31";"1076,83";"242,93";"22,14";"39,5";"2,31";"282,43";"24,46";"47,59";"1,16";"36,19";"3,47";"0,33";"0,0";"13,55";"5224,77";"174,16";"1323,14";"544,85";"42,63";"86,77";"6,01";"631,62";"48,64";"64,23";"1,5";"45,83";"6,01";"0,94";"0,19";"33,43";"0,18";"1,23";"45,71"
"Jacob Bergström";"J. Bergström";"29384";"1995-04-26";"Mjällby AIF";"1486";"SWE - Allsvenskan";"90";"2026/2026";"130";"Center Forward";"95,07";"55,61";"29,71";"25,9";"6";"1";"11265,0";"118,49";"1591,33";"764,17";"71,17";"216,83";"12,5";"981,0";"83,67";"29,68";"30,12";"120,33";"10,83";"101,0";"16,33";"7,5";"0,7";"0,82";"0,67";"null";"null";"58,17";"1,9";"2,83";"10664,31";"118,49";"1506,48";"723,42";"67,37";"205,27";"11,83";"928,69";"79,21";"113,92";"10,26";"95,61";"15,46";"7,1";"0,63";"55,07";"8896,77";"148,28";"1552,18";"770,97";"70,32";"215,09";"11,15";"986,05";"81,47";"98,73";"6,29";"71,4";"10,07";"4083,83";"137,46";"673,17";"362,5";"32,5";"122,67";"5,83";"485,17";"38,33";"49,67";"3,0";"34,0";"5,0";"1,33";"0,33";"20,83";"4161,33";"160,69";"765,33";"352,0";"32,67";"76,67";"4,5";"428,67";"37,17";"41,83";"2,83";"32,17";"4,33";"2,33";"0,0";"32,83";"4123,93";"137,46";"679,78";"366,06";"32,82";"123,87";"5,89";"489,93";"38,71";"50,15";"3,03";"34,33";"5,05";"1,35";"0,34";"21,04";"4820,59";"160,69";"886,58";"407,77";"37,84";"88,81";"5,21";"496,58";"43,05";"48,46";"3,28";"37,26";"5,02";"2,7";"0,0";"38,03";"0,36";"3,96";"57,91"
