"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Change of Direction Count P60BIP"
"Axel Mohamed Bakayoko";"A. Bakayoko";"16956";"1998-01-06";"FC Rapperswil-Jona";"5026";"SUI - Challenge League";"122";"2025/2026";"129";"Wide Attacker";"62,78";"39,25";"18,79";"20,47";"7";"1";"6990,71";"111,35";"907,0";"455,43";"52,57";"277,43";"14,71";"732,86";"67,29";"32,14";"32,68";"74,14";"6,71";"61,14";"15,29";"4,29";"0,62";"0,73";"2,71";"1,2";"null";"24,71";"2,08";"3,0";"10021,2";"111,35";"1300,19";"652,86";"75,36";"397,69";"21,09";"1050,55";"96,45";"106,28";"9,62";"87,65";"21,91";"6,14";"3,89";"35,43";"8204,49";"136,74";"1277,45";"665,36";"74,9";"406,82";"20,74";"1072,18";"95,64";"84,94";"7,64";"58,74";"13,76";"2631,0";"140,05";"442,57";"270,57";"29,43";"177,86";"9,29";"448,43";"38,71";"32,71";"3,43";"19,71";"4,71";"2,43";"1,71";"13,14";"2736,43";"133,7";"393,14";"164,71";"19,57";"88,29";"4,29";"253,0";"23,86";"22,86";"1,57";"18,71";"4,29";"0,86";"0,29";"10,14";"4201,6";"140,05";"706,77";"432,09";"47,0";"284,03";"14,83";"716,12";"61,83";"52,24";"5,48";"31,48";"7,53";"3,88";"2,74";"20,99";"4011,05";"133,7";"576,27";"241,44";"28,69";"129,41";"6,28";"370,85";"34,97";"33,5";"2,3";"27,43";"6,28";"1,26";"0,42";"14,87";"3,06";"5,02";"35,59"
"Angelo Campos Oliveira";"Angelo Campos";"16957";"2000-03-30";"FC Vaduz";"297";"SUI - Challenge League";"122";"2025/2026";"129";"Center Forward";"53,4";"31,76";"17,95";"13,81";"17";"0";"6594,29";"123,49";"994,35";"479,41";"52,29";"209,41";"12,71";"688,82";"65,0";"29,9";"31,56";"67,47";"5,88";"54,65";"14,06";"4,12";"0,64";"0,69";"1,53";"1,23";"1,4";"35,24";"1,92";"2,69";"11113,77";"123,49";"1675,84";"807,98";"88,13";"352,93";"21,41";"1160,92";"109,55";"113,71";"9,91";"92,1";"23,69";"6,94";"2,58";"59,38";"9186,58";"153,11";"1686,87";"841,77";"89,34";"371,71";"20,67";"1213,48";"110,01";"91,46";"6,56";"65,12";"15,11";"2653,88";"147,84";"446,12";"253,06";"27,29";"129,24";"7,94";"382,29";"35,24";"29,35";"2,29";"19,35";"4,12";"1,76";"0,76";"17,41";"2209,0";"159,96";"446,82";"192,53";"20,0";"67,53";"3,0";"260,06";"23,0";"19,06";"1,18";"15,12";"3,88";"0,82";"0,18";"14,65";"4435,22";"147,84";"745,56";"422,92";"45,61";"215,98";"13,27";"638,9";"58,89";"49,06";"3,83";"32,34";"6,88";"2,95";"1,28";"29,1";"4798,76";"159,96";"970,67";"418,25";"43,45";"146,7";"6,52";"564,94";"49,96";"41,4";"2,56";"32,84";"8,43";"1,79";"0,38";"31,82";"1,78";"4,89";"60,56"
"Shkelqim Demhasaj";"S. Demhasaj";"16965";"1996-04-19";"Neuchâtel Xamax";"298";"SUI - Challenge League";"122";"2025/2026";"129";"Center Forward";"82,21";"47,64";"23,6";"24,04";"29";"1";"9104,45";"110,74";"1260,34";"497,1";"47,9";"153,72";"9,0";"650,83";"56,9";"29,19";"31,3";"90,1";"7,21";"76,76";"12,45";"4,07";"0,62";"0,82";"0,76";"1,4";"1,52";"29,86";"1,78";"2,79";"9966,98";"110,74";"1379,75";"544,2";"52,43";"168,29";"9,85";"712,49";"62,29";"98,64";"7,89";"84,03";"13,63";"4,45";"0,83";"32,69";"8297,64";"138,29";"1419,88";"575,83";"55,37";"176,02";"9,38";"751,85";"64,75";"82,08";"5,52";"60,76";"9,77";"3137,48";"132,97";"476,45";"228,0";"22,52";"84,55";"4,52";"312,55";"27,03";"35,93";"2,59";"22,86";"3,69";"1,38";"0,38";"13,17";"3450,79";"143,52";"650,93";"229,21";"21,45";"55,21";"2,93";"284,41";"24,38";"29,24";"1,79";"25,38";"4,07";"1,0";"0,1";"13,9";"3989,1";"132,97";"605,77";"289,89";"28,63";"107,5";"5,74";"397,39";"34,37";"45,68";"3,29";"29,07";"4,69";"1,75";"0,48";"16,75";"4305,55";"143,52";"812,17";"285,98";"26,76";"68,88";"3,66";"354,86";"30,42";"36,48";"2,24";"31,67";"5,08";"1,25";"0,13";"17,34";"0,61";"3,0";"34,09"
"Berkay Sülüngöz";"B. Sülüngöz";"16976";"1996-03-22";"Pendikspor";"2723";"TUR - 1. Lig";"120";"2025/2026";"129";"Central Defender";"95,39";"48,77";"25,29";"23,48";"19";"0";"9507,05";"99,66";"1057,68";"360,68";"33,79";"123,58";"5,47";"484,26";"39,26";"29,08";"30,54";"94,21";"5,05";"73,21";"9,74";"3,0";"0,67";"0,74";"0,74";"1,39";"1,62";"21,37";"2,03";"2,89";"8969,41";"99,66";"997,87";"340,29";"31,88";"116,59";"5,16";"456,88";"37,04";"88,88";"4,77";"69,07";"9,19";"2,83";"0,7";"20,16";"7791,27";"129,85";"1089,95";"395,28";"36,58";"141,41";"5,37";"536,69";"41,96";"80,8";"4,27";"58,08";"7,38";"3044,84";"120,4";"343,47";"78,95";"8,05";"29,89";"1,16";"108,84";"9,21";"25,21";"1,53";"20,63";"2,37";"0,47";"0,0";"5,0";"3288,53";"140,04";"542,53";"242,37";"21,68";"85,05";"3,21";"327,42";"24,89";"40,47";"1,95";"26,58";"3,63";"1,37";"0,32";"14,11";"3611,86";"120,4";"407,44";"93,65";"9,55";"35,46";"1,37";"129,11";"10,93";"29,91";"1,81";"24,47";"2,81";"0,56";"0,0";"5,93";"4201,26";"140,04";"693,1";"309,64";"27,7";"108,66";"4,1";"418,3";"31,8";"51,71";"2,49";"33,96";"4,64";"1,75";"0,4";"18,02";"0,39";"2,27";"23,5"
"Maksym Tretyakov";"M. Tretyakov";"17315";"1996-03-06";"FC Kolos Kovalivka";"1493";"UKR - Premier League";"26";"2025/2026";"129";"Wide Attacker";"35,51";"17,06";"9,87";"7,2";"4";"0";"3985,5";"112,24";"526,25";"279,0";"26,25";"100,0";"6,0";"379,0";"32,25";"29,18";"29,18";"42,75";"3,5";"36,25";"6,0";"2,5";"0,79";"0,83";"1,25";"null";"null";"19,5";"2,16";"null";"10101,71";"112,24";"1333,84";"707,16";"66,53";"253,46";"15,21";"960,62";"81,74";"108,35";"8,87";"91,88";"15,21";"6,34";"3,17";"49,43";"9133,19";"152,22";"1627,25";"911,65";"82,64";"334,95";"19,34";"1246,59";"101,98";"100,22";"9,67";"72,97";"13,19";"1460,5";"148,02";"262,75";"162,25";"14,75";"59,25";"3,75";"221,5";"18,5";"16,25";"1,5";"11,75";"2,0";"1,25";"0,75";"10,5";"1136,75";"157,97";"200,0";"97,0";"8,75";"36,0";"1,75";"133,0";"10,5";"12,25";"1,25";"9,0";"1,75";"0,25";"0,0";"8,0";"4440,71";"148,02";"798,9";"493,33";"44,85";"180,15";"11,4";"673,48";"56,25";"49,41";"4,56";"35,73";"6,08";"3,8";"2,28";"31,93";"4739,2";"157,97";"833,82";"404,4";"36,48";"150,09";"7,3";"554,49";"43,78";"51,07";"5,21";"37,52";"7,3";"1,04";"0,0";"33,35";"2,64";"5,27";"65,05"
"Maksym Tretyakov";"M. Tretyakov";"17315";"1996-03-06";"FC Obolon'-Brovar Kyiv";"3117";"UKR - Premier League";"26";"2025/2026";"129";"Wide Attacker";"77,01";"37,46";"17,9";"19,56";"5";"1";"8502,2";"110,41";"1186,2";"471,2";"45,6";"167,4";"8,8";"638,6";"54,4";"29,02";"29,02";"90,0";"6,6";"79,4";"12,0";"4,4";"0,7";"0,69";"1,8";"1,43";"null";"36,8";"2,03";"2,9";"9936,78";"110,41";"1386,35";"550,71";"53,29";"195,65";"10,28";"746,35";"63,58";"105,19";"7,71";"92,8";"14,02";"5,14";"2,1";"43,01";"8921,04";"148,68";"1647,37";"679,38";"65,02";"220,38";"12,49";"899,76";"77,52";"99,3";"8,01";"76,88";"10,89";"2767,0";"154,55";"545,6";"271,4";"25,2";"101,4";"5,8";"372,8";"31,0";"33,4";"2,4";"21,8";"3,0";"2,2";"1,0";"19,6";"2803,2";"143,31";"483,0";"152,8";"15,4";"36,2";"2,0";"189,0";"17,4";"28,6";"2,6";"26,2";"3,8";"1,0";"0,2";"14,2";"4636,57";"154,55";"914,24";"454,78";"42,23";"169,91";"9,72";"624,69";"51,95";"55,97";"4,02";"36,53";"5,03";"3,69";"1,68";"32,84";"4299,39";"143,31";"740,8";"234,36";"23,62";"55,52";"3,07";"289,88";"26,69";"43,87";"3,99";"40,18";"5,83";"1,53";"0,31";"21,78";"1,92";"5,13";"54,13"
"Rey Manaj";"R. Manaj";"17479";"1997-02-24";"Sivasspor";"472";"TUR - 1. Lig";"120";"2025/2026";"129";"Center Forward";"98,28";"50,58";"26,14";"24,43";"6";"0";"9087,17";"92,47";"936,67";"420,17";"43,33";"144,67";"8,0";"564,83";"51,33";"28,55";"29,06";"95,33";"6,5";"79,5";"14,5";"5,17";"0,69";"0,88";"1,5";"1,58";"null";"29,83";"1,98";"null";"8322,0";"92,47";"857,8";"384,79";"39,68";"132,49";"7,33";"517,27";"47,01";"87,31";"5,95";"72,81";"13,28";"4,73";"1,37";"27,32";"7130,6";"118,84";"962,08";"441,1";"44,88";"155,8";"7,51";"596,9";"52,39";"73,55";"5,14";"56,55";"8,9";"3290,0";"125,84";"533,83";"245,33";"23,5";"88,0";"4,0";"333,33";"27,5";"40,67";"2,83";"26,83";"4,67";"2,0";"0,67";"16,83";"2720,83";"111,36";"277,17";"126,5";"14,33";"43,33";"2,33";"169,83";"16,67";"21,33";"1,5";"20,83";"2,83";"0,67";"0,33";"9,33";"3775,18";"125,84";"612,56";"281,51";"26,97";"100,98";"4,59";"382,49";"31,56";"46,66";"3,25";"30,79";"5,35";"2,29";"0,76";"19,32";"3340,72";"111,36";"340,31";"155,32";"17,6";"53,21";"2,86";"208,53";"20,46";"26,19";"1,84";"25,58";"3,48";"0,82";"0,41";"11,46";"1,19";"3,16";"31,04"
"Modestas Vorobjovas";"M. Vorobjovas";"17532";"1995-12-30";"İstanbulspor AŞ";"2561";"TUR - 1. Lig";"120";"2025/2026";"129";"Midfield";"96,42";"51,86";"25,25";"26,62";"34";"0";"11654,24";"120,87";"1822,06";"584,88";"49,97";"93,59";"5,74";"678,47";"55,71";"26,52";"28,42";"109,59";"3,24";"93,71";"10,79";"1,88";"0,65";"0,71";"0,26";"1,55";"null";"52,68";"1,9";"2,57";"10878,74";"120,87";"1700,82";"545,96";"46,65";"87,36";"5,35";"633,32";"52,0";"102,3";"3,02";"87,47";"10,08";"1,76";"0,25";"49,17";"9654,44";"160,91";"1926,1";"629,84";"52,43";"99,9";"5,27";"729,74";"57,71";"96,09";"2,01";"70,64";"7,52";"3748,24";"148,47";"595,65";"117,06";"11,15";"12,35";"0,68";"129,41";"11,82";"33,15";"0,65";"23,76";"2,18";"0,26";"0,06";"13,35";"4597,18";"172,71";"1069,29";"427,38";"34,18";"74,0";"3,88";"501,38";"38,06";"49,91";"1,09";"37,29";"4,32";"0,79";"0,06";"36,18";"4453,95";"148,47";"707,8";"139,1";"13,25";"14,68";"0,8";"153,78";"14,05";"39,39";"0,77";"28,24";"2,59";"0,31";"0,07";"15,87";"5181,25";"172,71";"1205,15";"481,68";"38,52";"83,4";"4,38";"565,08";"42,89";"56,25";"1,23";"42,03";"4,87";"0,9";"0,07";"40,77";"0,14";"1,22";"57,3"
"Jetmir Krasniqi";"J. Krasniqi";"17706";"1995-01-01";"Neuchâtel Xamax";"298";"SUI - Challenge League";"122";"2025/2026";"129";"Full Back";"74,02";"42,89";"21,04";"21,85";"5";"0";"8433,2";"113,93";"1116,0";"485,4";"42,2";"143,2";"7,4";"628,6";"49,6";"28,76";"28,76";"89,4";"8,4";"77,0";"13,6";"5,8";"0,77";"0,83";"1,6";"1,54";"null";"22,2";"2,25";"null";"10253,36";"113,93";"1356,87";"590,17";"51,31";"174,11";"9,0";"764,27";"60,31";"108,7";"10,21";"93,62";"16,54";"7,05";"1,95";"26,99";"8394,12";"139,9";"1342,13";"631,2";"53,16";"169,55";"8,11";"800,75";"61,27";"97,92";"6,44";"68,83";"10,35";"2764,6";"131,38";"384,6";"168,4";"16,4";"47,2";"2,8";"215,6";"19,2";"31,0";"2,0";"22,8";"3,2";"1,4";"0,6";"7,0";"3235,8";"148,11";"574,8";"282,8";"21,6";"74,0";"3,0";"356,8";"24,6";"39,0";"2,6";"26,4";"4,2";"2,0";"0,4";"13,4";"3941,3";"131,38";"548,3";"240,08";"23,38";"67,29";"3,99";"307,37";"27,37";"44,19";"2,85";"32,5";"4,56";"2,0";"0,86";"9,98";"4443,42";"148,11";"789,32";"388,34";"29,66";"101,62";"4,12";"489,96";"33,78";"53,56";"3,57";"36,25";"5,77";"2,75";"0,55";"18,4";"1,4";"4,76";"28,54"
"Mark-Anthony Kaye";"M. Kaye";"17903";"1994-12-02";"Sacramento Republic FC";"2757";"USA - USL Championship";"191";"2026/2026";"130";"Midfield";"86,07";"48,02";"24,72";"23,3";"5";"0";"10321,0";"119,91";"1963,6";"631,8";"48,6";"102,2";"5,6";"734,0";"54,2";"26,08";"26,08";"110,4";"4,6";"93,6";"18,2";"3,2";"0,79";"null";"0,8";"null";"null";"38,4";"2,04";"2,85";"10791,84";"119,91";"2053,18";"660,62";"50,82";"106,86";"5,86";"767,49";"56,67";"115,44";"4,81";"97,87";"19,03";"3,35";"0,84";"40,15";"9482,89";"158,05";"2250,41";"755,38";"54,97";"115,69";"5,25";"871,08";"60,22";"106,2";"3,25";"76,71";"13,99";"3711,0";"150,12";"808,8";"205,4";"16,8";"40,4";"1,8";"245,8";"18,6";"44,2";"0,6";"32,4";"3,6";"0,0";"0,0";"11,6";"3879,0";"166,46";"992,4";"399,2";"27,2";"52,2";"2,4";"451,4";"29,6";"40,8";"2,0";"29,0";"7,6";"1,6";"0,0";"22,8";"4503,64";"150,12";"981,55";"249,27";"20,39";"49,03";"2,18";"298,3";"22,57";"53,64";"0,73";"39,32";"4,37";"0,0";"0,0";"14,08";"4993,71";"166,46";"1277,59";"513,92";"35,02";"67,2";"3,09";"581,12";"38,11";"52,52";"2,57";"37,33";"9,78";"2,06";"0,0";"29,35";"0,0";"2,0";"42,98"
"Romario Williams";"R. Williams";"18077";"1994-08-15";"Birmingham Legion FC";"2767";"USA - USL Championship";"191";"2026/2026";"130";"Center Forward";"74,06";"40,99";"19,8";"21,19";"5";"0";"7766,2";"104,87";"987,2";"502,2";"45,4";"189,2";"8,8";"691,4";"54,2";"28,88";"28,88";"70,6";"7,2";"56,6";"14,0";"6,4";"0,78";"null";"1,4";"1,78";"null";"24,6";"2,03";"3,06";"9438,15";"104,87";"1199,73";"610,32";"55,17";"229,93";"10,69";"840,25";"65,87";"85,8";"8,75";"68,79";"17,01";"7,78";"1,7";"29,9";"8104,03";"135,07";"1325,59";"667,48";"60,01";"239,77";"10,54";"907,25";"70,55";"74,65";"5,56";"56,5";"12,59";"2647,2";"133,7";"437,2";"183,8";"16,8";"81,0";"3,4";"264,8";"20,2";"26,8";"1,8";"17,8";"3,2";"1,0";"0,4";"8,4";"2889,2";"136,35";"468,4";"272,2";"24,2";"82,8";"3,8";"355,0";"28,0";"24,2";"2,0";"20,8";"5,4";"2,0";"0,6";"14,0";"4010,91";"133,7";"662,42";"278,48";"25,45";"122,73";"5,15";"401,21";"30,61";"40,61";"2,73";"26,97";"4,85";"1,52";"0,61";"12,73";"4090,42";"136,35";"663,14";"385,37";"34,26";"117,23";"5,38";"502,6";"39,64";"34,26";"2,83";"29,45";"7,65";"2,83";"0,85";"19,82";"1,46";"4,39";"32,79"
"Loïc Kouagba";"L. Kouagba";"18485";"1994-06-09";"Boluspor";"1822";"TUR - 1. Lig";"120";"2025/2026";"129";"Central Defender";"96,51";"48,0";"27,28";"20,72";"31";"1";"9442,35";"97,84";"1095,52";"331,81";"31,32";"94,48";"5,35";"426,29";"36,68";"28,47";"30,96";"97,58";"4,0";"78,16";"8,48";"2,06";"0,72";"0,76";"0,71";"1,29";"null";"16,52";"2,13";"2,85";"8805,65";"97,84";"1021,65";"309,43";"29,21";"88,11";"4,99";"397,55";"34,2";"91,0";"3,73";"72,89";"7,91";"1,93";"0,66";"15,4";"7776,73";"129,61";"1138,06";"369,9";"34,44";"105,33";"4,84";"475,23";"39,28";"84,8";"3,55";"62,83";"6,13";"3292,71";"120,69";"374,71";"83,32";"8,26";"22,55";"0,94";"105,87";"9,19";"29,71";"1,29";"25,03";"2,0";"0,52";"0,03";"4,35";"2928,26";"141,36";"535,68";"212,58";"19,29";"61,71";"2,94";"274,29";"22,23";"38,13";"1,55";"25,23";"2,9";"0,74";"0,29";"10,55";"3620,79";"120,69";"412,04";"91,62";"9,08";"24,8";"1,03";"116,42";"10,11";"32,67";"1,42";"27,53";"2,2";"0,57";"0,04";"4,79";"4240,77";"141,36";"775,78";"307,86";"27,94";"89,37";"4,25";"397,23";"32,19";"55,22";"2,24";"36,53";"4,2";"1,07";"0,42";"15,28";"0,4";"1,57";"18,63"
"Loïc Kouagba";"L. Kouagba";"18485";"1994-06-09";"Boluspor";"1822";"TUR - 1. Lig";"120";"2025/2026";"129";"Full Back";"100,89";"45,23";"24,77";"20,47";"3";"0";"9549,33";"94,65";"1084,67";"345,67";"38,0";"83,0";"6,33";"428,67";"44,33";"28,53";"28,53";"106,33";"6,33";"90,0";"14,33";"2,33";"1,07";"null";"0,67";"null";"null";"21,67";"null";"null";"8518,68";"94,65";"967,6";"308,36";"33,9";"74,04";"5,65";"382,4";"39,55";"94,86";"5,65";"80,29";"12,79";"2,08";"0,59";"19,33";"7800,88";"130,01";"1204,86";"405,9";"44,66";"102,14";"6,63";"508,03";"51,29";"96,39";"5,75";"69,42";"11,05";"3021,0";"121,98";"413,33";"112,67";"14,33";"32,33";"2,33";"145,0";"16,67";"32,33";"2,0";"25,0";"4,0";"0,33";"0,0";"7,33";"2860,0";"139,74";"495,0";"193,33";"19,33";"44,67";"2,67";"238,0";"22,0";"40,33";"2,33";"27,33";"4,33";"1,33";"0,67";"13,0";"3659,35";"121,98";"500,67";"136,47";"17,36";"39,17";"2,83";"175,64";"20,19";"39,17";"2,42";"30,28";"4,85";"0,4";"0,0";"8,88";"4192,18";"139,74";"725,57";"283,39";"28,34";"65,47";"3,91";"348,86";"32,25";"59,12";"3,42";"40,07";"6,35";"1,95";"0,98";"19,06";"0,88";"2,21";"26,97"
"Junior Brunallergene Etou";"J. Etou";"18493";"1994-06-01";"Pittsburgh Riverhounds FC";"2748";"USA - USL Championship";"191";"2026/2026";"130";"Full Back";"87,5";"47,5";"22,51";"24,99";"3";"0";"9769,67";"111,65";"1419,33";"544,67";"47,0";"163,67";"8,67";"708,33";"55,67";"27,47";"27,47";"116,0";"7,67";"97,33";"16,67";"4,33";"null";"null";"2,67";"null";"null";"25,67";"2,17";"null";"10048,8";"111,65";"1459,89";"560,23";"48,34";"168,34";"8,91";"728,57";"57,26";"119,31";"7,89";"100,11";"17,14";"4,46";"2,74";"26,4";"8629,89";"143,83";"1621,89";"645,47";"56,84";"198,32";"10,53";"843,79";"67,37";"108,63";"6,74";"80,0";"13,05";"3056,33";"135,8";"499,33";"234,67";"21,33";"96,67";"5,33";"331,33";"26,67";"38,33";"2,67";"29,33";"3,33";"2,0";"1,0";"8,67";"3775,67";"151,06";"784,67";"276,33";"23,67";"60,33";"3,0";"336,67";"26,67";"47,67";"2,67";"34,0";"7,0";"1,0";"0,67";"15,67";"4074,11";"135,8";"665,61";"312,81";"28,44";"128,86";"7,11";"441,67";"35,55";"51,1";"3,55";"39,1";"4,44";"2,67";"1,33";"11,55";"4531,81";"151,06";"941,81";"331,67";"28,41";"72,42";"3,6";"404,09";"32,01";"57,21";"3,2";"40,81";"8,4";"1,2";"0,8";"18,8";"2,11";"3,79";"30,74"
"Niko Hämäläinen";"N. Hämäläinen";"18695";"1997-03-05";"New Mexico United";"2751";"USA - USL Championship";"191";"2026/2026";"130";"Central Defender";"98,56";"48,51";"21,62";"26,89";"3";"1";"9444,67";"95,83";"1111,33";"345,33";"33,0";"113,0";"5,67";"458,33";"38,67";"29,13";"29,13";"92,67";"5,0";"71,33";"8,67";"3,67";"null";"null";"1,67";"null";"null";"21,0";"2,56";"null";"8624,78";"95,83";"1014,86";"315,36";"30,14";"103,19";"5,17";"418,55";"35,31";"84,62";"4,57";"65,14";"7,91";"3,35";"1,52";"19,18";"7723,18";"128,72";"1149,84";"385,07";"35,87";"126,57";"5,36";"511,64";"41,23";"84,93";"4,54";"58,13";"5,77";"2546,0";"117,78";"256,67";"51,33";"5,0";"23,67";"0,67";"75,0";"5,67";"22,0";"1,33";"16,67";"1,33";"0,67";"0,0";"3,67";"3698,33";"137,51";"673,0";"260,0";"24,0";"78,67";"3,67";"338,67";"27,67";"46,67";"2,33";"30,33";"3,33";"1,67";"1,0";"16,0";"3533,38";"117,78";"356,21";"71,24";"6,94";"32,85";"0,93";"104,09";"7,86";"30,53";"1,85";"23,13";"1,85";"0,93";"0,0";"5,09";"4125,39";"137,51";"750,71";"290,02";"26,77";"87,75";"4,09";"377,77";"30,86";"52,06";"2,6";"33,84";"3,72";"1,86";"1,12";"17,85";"1,24";"2,89";"24,32"
"Faysal Bettache";"F. Bettache";"18704";"2000-07-07";"Oakland Roots SC";"2769";"USA - USL Championship";"191";"2026/2026";"130";"Center Forward";"83,46";"46,2";"27,26";"18,93";"4";"0";"9492,5";"113,73";"1582,5";"486,75";"45,25";"95,25";"5,5";"582,0";"50,75";"27,1";"27,1";"96,5";"5,5";"79,75";"10,5";"4,0";"0,8";"0,89";"0,0";"null";"null";"38,75";"2,22";"3,1";"10236,03";"113,73";"1706,45";"524,88";"48,79";"102,71";"5,93";"627,59";"54,73";"104,06";"5,93";"86,0";"11,32";"4,31";"0,0";"41,79";"9122,58";"152,04";"1916,73";"590,96";"54,55";"113,0";"4,87";"703,96";"59,42";"95,46";"5,84";"67,21";"9,09";"3880,75";"142,35";"737,75";"221,75";"21,0";"44,75";"2,0";"266,5";"23,0";"45,0";"2,75";"30,0";"3,25";"2,0";"0,0";"15,0";"3143,0";"166,0";"738,0";"233,25";"21,0";"42,25";"1,75";"275,5";"22,75";"28,5";"1,75";"21,75";"3,75";"1,25";"0,0";"20,75";"4270,43";"142,35";"811,83";"244,02";"23,11";"49,24";"2,2";"293,26";"25,31";"49,52";"3,03";"33,01";"3,58";"2,2";"0,0";"16,51";"4980,11";"166,0";"1169,37";"369,59";"33,27";"66,95";"2,77";"436,53";"36,05";"45,16";"2,77";"34,46";"5,94";"1,98";"0,0";"32,88";"0,0";"4,22";"46,43"
"Muhammed Enes Kiprit";"M. Kiprit";"19095";"1999-07-09";"Manisa Büyükşehir Belediyespor Kulübü";"2722";"TUR - 1. Lig";"120";"2025/2026";"129";"Center Forward";"72,77";"40,41";"21,01";"19,41";"3";"0";"8719,33";"119,82";"1272,0";"466,67";"41,0";"81,0";"5,33";"547,67";"46,33";"26,5";"26,5";"75,67";"3,33";"65,33";"8,33";"1,67";"0,99";"null";"0,0";"null";"null";"28,0";"2,27";"null";"10783,51";"119,82";"1573,13";"577,14";"50,71";"100,18";"6,6";"677,32";"57,3";"93,58";"4,12";"80,8";"10,31";"2,06";"0,0";"34,63";"8892,6";"148,21";"1675,28";"628,05";"55,43";"113,34";"6,43";"741,38";"61,86";"83,64";"2,97";"61,86";"7,42";"2838,67";"135,14";"484,67";"211,67";"18,33";"43,67";"2,67";"255,33";"21,0";"29,67";"1,33";"18,0";"2,67";"0,33";"0,0";"13,0";"3150,67";"162,36";"643,67";"211,33";"19,0";"32,67";"1,67";"244,0";"20,67";"26,67";"0,67";"23,67";"2,33";"0,0";"0,0";"12,33";"4054,17";"135,14";"692,2";"302,3";"26,18";"62,36";"3,81";"364,67";"29,99";"42,37";"1,9";"25,71";"3,81";"0,48";"0,0";"18,57";"4870,77";"162,36";"995,08";"326,71";"29,37";"50,5";"2,58";"377,21";"31,95";"41,23";"1,03";"36,59";"3,61";"0,0";"0,0";"19,07";"0,0";"0,49";"37,61"
