"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Peak Velocity";"TOP 3 Peak Velocity";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP";"Change of Direction Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP"
"Ylldren Ibrahimaj ";"Y. Ibrahimaj";"40645";"1995-12-24";"Hamarkameratene Fotball";"2340";"NOR - Eliteserien";"124";"2025/2025";"128";"Midfield";"86.58";"49.84";"23.34";"26.51";"9";"0";"10809.33";"124.85";"1893.0";"741.44";"63.44";"195.78";"10.67";"937.22";"74.11";"28.66";"29.52";"30.69";"31.8";"119.0";"4.0";"101.89";"14.67";"1.56";"0.66";"0.68";"0.56";"1.55";"null";"39.89";"1.89";"2.87";"11236.6";"124.85";"1967.83";"770.75";"65.95";"203.52";"11.09";"974.27";"77.04";"123.7";"4.16";"105.92";"15.25";"1.62";"0.58";"41.47";"9503.92";"158.4";"2045.64";"834.49";"70.49";"229.52";"10.97";"1064.02";"81.46";"107.4";"3.48";"81.72";"11.77";"1.2";"0.54";"44.41";"3649.67";"156.4";"744.67";"368.56";"30.22";"129.11";"5.56";"497.67";"35.78";"39.89";"1.56";"28.0";"3.11";"0.56";"0.33";"16.44";"4245.33";"160.16";"954.67";"324.67";"28.33";"61.56";"3.56";"386.22";"31.89";"49.33";"1.33";"39.89";"6.67";"0.44";"0.11";"20.44";"4692.06";"156.4";"957.35";"473.82";"38.85";"165.99";"7.14";"639.81";"46.0";"51.28";"2.0";"36.0";"4.0";"0.71";"0.43";"21.14";"4804.69";"160.16";"1080.45";"367.44";"32.07";"69.67";"4.02";"437.11";"36.09";"55.83";"1.51";"45.14";"7.55";"0.5";"0.13";"23.14"
"Ibrahima Breze Fofana";"I. Fofana";"40825";"2002-08-15";"Hammarby IF";"1478";"SWE - Allsvenskan";"90";"2025/2025";"128";"Central Defender";"88.83";"54.66";"35.14";"19.51";"3";"0";"10086.67";"113.55";"1204.0";"489.33";"48.0";"243.0";"11.0";"732.33";"59.0";"31.37";"31.37";"33.07";"33.07";"106.0";"6.0";"88.0";"11.67";"5.0";"0.74";"null";"2.67";"1.59";"null";"30.67";"2.51";"null";"10219.14";"113.55";"1219.81";"495.76";"48.63";"246.19";"11.14";"741.95";"59.77";"107.39";"6.08";"89.16";"11.82";"5.07";"2.7";"31.07";"8252.04";"137.53";"1184.87";"477.54";"47.2";"242.98";"10.61";"720.51";"57.82";"86.36";"4.39";"68.43";"8.05";"4.03";"2.2";"30.01";"4525.0";"128.75";"517.33";"164.33";"16.0";"67.0";"3.0";"231.33";"19.0";"41.0";"1.0";"37.67";"4.0";"0.67";"0.33";"10.67";"2992.0";"153.35";"562.0";"270.67";"27.0";"154.33";"6.67";"425.0";"33.67";"37.67";"3.0";"24.67";"3.33";"3.0";"1.67";"16.67";"3862.63";"128.75";"441.61";"140.28";"13.66";"57.19";"2.56";"197.47";"16.22";"35.0";"0.85";"32.15";"3.41";"0.57";"0.28";"9.11";"4600.46";"153.35";"864.12";"416.17";"41.51";"237.3";"10.25";"653.47";"51.77";"57.92";"4.61";"37.93";"5.13";"4.61";"2.56";"25.63"
"Ibrahima Breze Fofana";"I. Fofana";"40825";"2002-08-15";"Hammarby IF";"1478";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"80.3";"45.31";"25.71";"19.6";"6";"0";"9656.0";"120.25";"1573.17";"697.5";"68.83";"294.83";"17.33";"992.33";"86.17";"29.92";"30.34";"31.78";"33.27";"111.0";"7.0";"89.17";"22.0";"5.0";"0.67";"0.69";"1.83";"1.3";"1.32";"39.33";"1.97";"2.74";"10822.79";"120.25";"1763.26";"781.78";"77.15";"330.46";"19.43";"1112.24";"96.58";"124.41";"7.85";"99.94";"24.66";"5.6";"2.05";"44.09";"9193.01";"153.22";"1831.67";"853.93";"82.99";"363.95";"20.97";"1217.88";"103.95";"105.28";"7.28";"78.13";"15.89";"5.3";"2.21";"47.67";"3883.67";"151.08";"728.0";"337.83";"35.17";"160.67";"9.67";"498.5";"44.83";"43.33";"3.0";"33.5";"6.83";"2.17";"0.5";"17.5";"3058.33";"156.02";"655.17";"307.0";"27.5";"114.17";"6.17";"421.17";"33.67";"36.17";"2.5";"25.5";"5.17";"1.83";"1.17";"18.5";"4532.48";"151.08";"849.62";"394.27";"41.04";"187.51";"11.28";"581.78";"52.32";"50.57";"3.5";"39.1";"7.97";"2.53";"0.58";"20.42";"4680.46";"156.02";"1002.66";"469.83";"42.09";"174.72";"9.44";"644.55";"51.52";"55.35";"3.83";"39.03";"7.91";"2.81";"1.79";"28.31"
"Mads Enggård";"M. Enggård";"41025";"2004-01-20";"Molde FK";"518";"NOR - Eliteserien";"124";"2025/2025";"128";"Midfield";"82.91";"47.01";"22.51";"24.49";"6";"0";"10175.5";"122.73";"1795.17";"613.83";"49.0";"146.5";"7.33";"760.33";"56.33";"29.48";"29.88";"31.52";"32.7";"115.67";"5.0";"108.0";"12.0";"2.83";"0.74";"0.77";"0.33";"null";"null";"39.83";"2.05";"2.85";"11045.5";"122.73";"1948.65";"666.32";"53.19";"159.03";"7.96";"825.34";"61.15";"125.56";"5.43";"117.23";"13.03";"3.08";"0.36";"43.24";"9517.39";"158.62";"2090.18";"730.76";"57.65";"176.15";"6.59";"906.91";"64.25";"107.01";"3.19";"93.61";"9.57";"1.49";"0.21";"47.44";"3354.0";"148.99";"669.67";"147.33";"13.5";"18.17";"1.0";"165.5";"14.5";"33.83";"0.83";"30.83";"2.0";"0.33";"0.0";"9.67";"4102.17";"167.47";"967.83";"425.17";"31.67";"119.83";"4.17";"545.0";"35.83";"50.0";"1.67";"42.5";"5.5";"0.83";"0.17";"27.5";"4469.79";"148.99";"892.45";"196.35";"17.99";"24.21";"1.33";"220.56";"19.32";"45.09";"1.11";"41.09";"2.67";"0.44";"0.0";"12.88";"5024.2";"167.47";"1185.37";"520.73";"38.78";"146.77";"5.1";"667.5";"43.89";"61.24";"2.04";"52.05";"6.74";"1.02";"0.2";"33.68"
"Archie Meekison";"A. Meekison";"42082";"2002-05-04";"Bohemian FC";"1791";"IRL - Premier Division";"406";"2025/2025";"128";"Wide Attacker";"60.53";"35.24";"19.22";"16.01";"5";"0";"7134.4";"117.87";"1039.6";"455.4";"40.4";"137.0";"7.6";"592.4";"48.0";"29.34";"29.34";"30.44";"31.07";"79.2";"6.0";"63.4";"13.0";"4.2";"0.61";"0.68";"2.0";"1.36";"1.45";"35.8";"2.13";"2.82";"10608.48";"117.87";"1545.83";"677.16";"60.07";"203.71";"11.3";"880.87";"71.37";"117.77";"8.92";"94.27";"19.33";"6.25";"2.97";"53.23";"8799.92";"146.67";"1608.44";"713.8";"63.34";"210.8";"12.6";"924.61";"75.94";"102.85";"6.81";"68.11";"13.28";"4.09";"2.04";"55.85";"2727.2";"141.87";"448.6";"199.6";"18.2";"73.4";"3.6";"273.0";"21.8";"30.8";"1.6";"20.2";"3.2";"1.2";"0.6";"12.0";"2440.8";"152.42";"496.0";"219.6";"19.0";"50.4";"3.8";"270.0";"22.8";"29.6";"2.4";"19.8";"4.6";"1.2";"0.6";"20.8";"4256.08";"141.87";"700.09";"311.5";"28.4";"114.55";"5.62";"426.04";"34.02";"48.07";"2.5";"31.52";"4.99";"1.87";"0.94";"18.73";"4572.69";"152.42";"929.23";"411.41";"35.6";"94.42";"7.12";"505.83";"42.71";"55.45";"4.5";"37.09";"8.62";"2.25";"1.12";"38.97"
"Marius Lode";"M. Lode";"42315";"1993-03-11";"BK Hacken";"523";"SWE - Allsvenskan";"90";"2025/2025";"128";"Central Defender";"86.12";"50.16";"27.64";"22.52";"23";"0";"9265.61";"107.59";"1178.7";"347.78";"33.74";"111.74";"6.09";"459.52";"39.83";"29.2";"31.14";"30.71";"32.73";"103.17";"5.87";"83.43";"11.13";"3.43";"0.61";"0.77";"1.17";"1.22";"1.42";"20.09";"2.16";"2.87";"9683.19";"107.59";"1231.82";"363.46";"35.26";"116.77";"6.36";"480.23";"41.62";"107.82";"6.13";"87.19";"11.63";"3.59";"1.23";"20.99";"8106.19";"135.1";"1233.89";"374.04";"35.83";"120.09";"5.72";"494.13";"41.55";"89.77";"4.21";"68.44";"7.07";"2.13";"0.83";"21.84";"3573.35";"129.27";"482.91";"87.26";"8.87";"23.22";"1.3";"110.48";"10.17";"33.26";"1.26";"27.26";"2.57";"0.48";"0.09";"6.22";"3203.35";"142.27";"548.61";"225.43";"21.09";"77.17";"3.48";"302.61";"24.57";"41.78";"2.26";"29.96";"3.35";"1.3";"0.61";"12.04";"3877.96";"129.27";"524.08";"94.7";"9.63";"25.2";"1.42";"119.9";"11.04";"36.1";"1.37";"29.58";"2.78";"0.52";"0.09";"6.75";"4268.11";"142.27";"730.96";"300.37";"28.1";"102.83";"4.63";"403.19";"32.73";"55.67";"3.01";"39.91";"4.46";"1.74";"0.81";"16.05"
"Samuel Asoma";"S. Asoma";"42470";"2002-07-15";"Helsingborgs IF";"1481";"SWE - Superettan";"543";"2025/2025";"128";"Midfield";"69.19";"41.1";"20.54";"20.55";"15";"0";"8748.27";"126.44";"1675.2";"433.87";"38.0";"61.8";"4.07";"495.67";"42.07";"26.27";"27.2";"28.65";"30.2";"100.8";"4.6";"82.6";"9.4";"2.73";"0.58";"0.65";"0.53";"1.32";"1.57";"35.6";"2.0";"2.62";"11379.63";"126.44";"2179.08";"564.37";"49.43";"80.39";"5.29";"644.76";"54.72";"131.12";"5.98";"107.44";"12.23";"3.56";"0.69";"46.31";"9736.75";"162.28";"2292.45";"600.83";"51.59";"85.46";"4.57";"686.28";"56.16";"114.66";"3.7";"82.05";"8.86";"2.14";"0.58";"49.06";"3245.07";"157.96";"720.93";"127.07";"11.93";"10.8";"0.73";"137.87";"12.67";"34.33";"1.2";"24.4";"2.13";"0.73";"0.2";"13.13";"3424.07";"166.59";"849.27";"284.47";"23.4";"47.73";"2.4";"332.2";"25.8";"44.2";"1.33";"31.8";"3.93";"0.73";"0.2";"20.47";"4738.86";"157.96";"1052.8";"185.56";"17.43";"15.77";"1.07";"201.33";"18.5";"50.14";"1.75";"35.63";"3.12";"1.07";"0.29";"19.18";"4997.83";"166.59";"1239.6";"415.21";"34.16";"69.67";"3.5";"484.88";"37.66";"64.52";"1.95";"46.42";"5.74";"1.07";"0.29";"29.87"
"Carl Winchester";"C. Winchester";"42529";"1993-04-12";"Derry City FC";"546";"IRL - Premier Division";"406";"2025/2025";"128";"Midfield";"85.66";"47.84";"25.38";"22.46";"29";"0";"10180.59";"118.85";"1608.97";"508.79";"46.03";"118.48";"6.79";"627.28";"52.83";"28.07";"30.78";"29.88";"33.13";"106.24";"4.45";"93.0";"11.66";"2.59";"0.66";"0.69";"0.55";"1.37";"1.46";"34.79";"1.85";"2.73";"10696.35";"118.85";"1690.48";"534.57";"48.37";"124.49";"7.14";"659.05";"55.5";"111.62";"4.67";"97.71";"12.25";"2.72";"0.58";"36.56";"9327.49";"155.46";"1882.69";"598.18";"53.28";"138.1";"6.79";"736.28";"60.07";"99.6";"3.59";"76.42";"9.51";"1.9";"0.26";"41.26";"3741.59";"147.43";"651.59";"175.55";"15.41";"43.69";"1.76";"219.24";"17.17";"38.21";"1.31";"29.97";"2.9";"0.76";"0.07";"12.03";"3695.21";"164.53";"849.48";"301.38";"27.07";"66.41";"3.66";"367.79";"30.72";"41.21";"1.55";"30.97";"4.69";"0.76";"0.14";"20.86";"4422.9";"147.43";"770.23";"207.52";"18.22";"51.65";"2.08";"259.16";"20.3";"45.16";"1.55";"35.42";"3.42";"0.9";"0.08";"14.23";"4935.89";"164.53";"1134.7";"402.57";"36.16";"88.71";"4.88";"491.28";"41.04";"55.04";"2.07";"41.36";"6.26";"1.01";"0.18";"27.87"
"Marek Polášek";"M. Polášek";"42660";"2001-05-18";"FS Jelgava";"2953";"LVA - Virsliga";"222";"2025/2025";"128";"Midfield";"72.88";"41.89";"21.09";"20.79";"3";"0";"9332.0";"128.05";"1756.33";"634.33";"56.0";"177.33";"9.33";"811.67";"65.33";"29.1";"29.1";"31.57";"31.57";"94.0";"5.0";"86.0";"10.33";"4.33";"1.21";"null";"0.33";"null";"null";"37.67";"2.13";"2.94";"11524.5";"128.05";"2168.97";"783.37";"69.16";"219.0";"11.53";"1002.36";"80.68";"116.08";"6.17";"106.21";"12.76";"5.35";"0.41";"46.52";"9793.05";"163.22";"2299.89";"850.34";"74.48";"235.38";"11.94";"1085.73";"86.42";"93.58";"4.3";"76.87";"9.55";"3.34";"0.48";"49.66";"3282.0";"155.59";"739.0";"276.67";"24.67";"76.67";"4.0";"353.33";"28.67";"35.67";"1.67";"26.67";"3.67";"1.33";"0.33";"12.0";"3555.0";"170.96";"866.67";"317.0";"27.33";"87.67";"4.33";"404.67";"31.67";"29.67";"1.33";"27.0";"3.0";"1.0";"0.0";"22.67";"4667.58";"155.59";"1050.99";"393.47";"35.08";"109.03";"5.69";"502.5";"40.77";"50.72";"2.37";"37.92";"5.21";"1.9";"0.47";"17.07";"5128.77";"170.96";"1250.33";"457.33";"39.43";"126.48";"6.25";"583.81";"45.69";"42.8";"1.92";"38.95";"4.33";"1.44";"0.0";"32.7"
"Jean Fiacre Botué Kouamé";"J. Botué";"42767";"2002-08-07";"FC Inter Turku";"1769";"FIN - Veikkausliiga";"323";"2025/2025";"128";"Center Forward";"65.14";"36.87";"20.11";"16.76";"20";"0";"7753.9";"119.03";"1090.05";"543.1";"60.4";"257.3";"14.7";"800.4";"75.1";"30.73";"32.96";"32.26";"34.5";"88.6";"9.1";"74.0";"16.4";"7.05";"0.6";"0.64";"1.65";"1.22";"1.34";"38.1";"1.74";"2.74";"10712.82";"119.03";"1506.02";"750.35";"83.45";"355.49";"20.31";"1105.84";"103.76";"122.41";"12.57";"102.24";"22.66";"9.74";"2.28";"52.64";"9261.44";"154.36";"1610.73";"810.04";"90.32";"395.71";"21.4";"1205.75";"111.72";"103.02";"8.22";"77.14";"15.7";"6.18";"1.46";"57.37";"3073.9";"152.87";"551.0";"303.75";"32.3";"163.1";"8.3";"466.85";"40.6";"37.9";"2.75";"25.15";"4.45";"2.2";"0.65";"20.0";"2617.0";"156.14";"438.75";"194.0";"23.2";"80.05";"4.85";"274.05";"28.05";"25.4";"2.3";"22.25";"5.2";"1.6";"0.25";"15.25";"4586.2";"152.87";"822.08";"453.19";"48.19";"243.34";"12.38";"696.53";"60.57";"56.55";"4.1";"37.52";"6.64";"3.28";"0.97";"29.84";"4684.13";"156.14";"785.31";"347.24";"41.53";"143.28";"8.68";"490.52";"50.21";"45.46";"4.12";"39.82";"9.31";"2.86";"0.45";"27.3"
"James Ampofo";"J. Ampofo";"42987";"2003-10-20";"Strømsgodset IF";"2119";"NOR - Eliteserien";"124";"2025/2025";"128";"Center Forward";"32.67";"18.97";"8.56";"10.41";"3";"0";"3713.33";"113.67";"530.0";"259.67";"30.0";"142.67";"9.0";"402.33";"39.0";"31.83";"31.83";"32.53";"32.53";"40.33";"3.67";"34.33";"9.33";"3.33";"0.7";"0.7";"2.33";"1.48";"1.65";"20.0";"2.4";"null";"10230.61";"113.67";"1460.2";"715.41";"82.65";"393.06";"24.8";"1108.47";"107.45";"111.12";"10.1";"94.59";"25.71";"9.18";"6.43";"55.1";"8482.93";"141.38";"1513.79";"770.6";"87.5";"385.83";"25.3";"1156.43";"112.8";"92.77";"8.43";"69.58";"15.81";"6.33";"3.16";"60.09";"1165.67";"136.16";"189.67";"131.33";"14.67";"65.0";"5.33";"196.33";"20.0";"14.67";"1.67";"8.33";"3.33";"1.33";"0.67";"6.67";"1516.67";"145.68";"289.0";"112.33";"13.0";"57.0";"2.67";"169.33";"15.67";"14.67";"1.0";"13.67";"1.67";"0.67";"0.33";"12.33";"4084.75";"136.16";"664.63";"460.22";"51.4";"227.77";"18.69";"687.99";"70.08";"51.4";"5.84";"29.2";"11.68";"4.67";"2.34";"23.36";"4370.33";"145.68";"832.76";"323.69";"37.46";"164.25";"7.68";"487.94";"45.14";"42.26";"2.88";"39.38";"4.8";"1.92";"0.96";"35.54"
"James Ampofo";"J. Ampofo";"42987";"2003-10-20";"Raufoss Fotball";"2560";"NOR - Obos Ligaen";"174";"2025/2025";"128";"Center Forward";"71.86";"41.27";"18.15";"23.13";"10";"0";"8392.5";"116.79";"1159.6";"535.2";"60.6";"307.3";"14.8";"842.5";"75.4";"31.76";"32.68";"32.9";"34.0";"87.9";"11.0";"72.5";"21.3";"7.8";"0.58";"0.63";"2.3";"1.21";"1.3";"42.6";"1.94";"2.88";"10511.31";"116.79";"1452.36";"670.32";"75.9";"384.88";"18.54";"1055.2";"94.44";"110.09";"13.78";"90.8";"26.68";"9.77";"2.88";"53.35";"8766.47";"146.11";"1507.74";"714.04";"79.81";"410.37";"19.62";"1124.41";"99.43";"95.8";"9.16";"74.86";"18.75";"6.69";"2.04";"58.29";"2527.5";"139.28";"415.1";"249.0";"27.7";"178.5";"7.8";"427.5";"35.5";"32.3";"3.5";"20.9";"6.3";"2.6";"1.0";"16.4";"3503.1";"151.46";"622.1";"242.2";"27.2";"103.8";"5.7";"346.0";"32.9";"33.6";"2.8";"30.6";"6.6";"2.0";"0.4";"23.7";"4178.45";"139.28";"686.24";"411.65";"45.79";"295.1";"12.89";"706.74";"58.69";"53.4";"5.79";"34.55";"10.42";"4.3";"1.65";"27.11";"4543.91";"151.46";"806.93";"314.16";"35.28";"134.64";"7.39";"448.8";"42.67";"43.58";"3.63";"39.69";"8.56";"2.59";"0.52";"30.74"
"Wally Fofana";"W. Fofana";"42989";"2002-05-04";"BFC Daugavpils";"2952";"LVA - Virsliga";"222";"2025/2025";"128";"Center Forward";"74.16";"42.46";"22.23";"20.24";"8";"0";"8959.25";"120.81";"1388.38";"566.5";"52.0";"127.62";"8.12";"694.12";"60.12";"27.93";"28.58";"30.04";"31.43";"91.12";"6.38";"81.12";"12.62";"4.25";"0.61";"0.66";"1.12";"1.31";"null";"44.5";"1.9";"2.69";"10872.82";"120.81";"1684.91";"687.5";"63.11";"154.88";"9.86";"842.38";"72.97";"110.59";"7.74";"98.45";"15.32";"5.16";"1.37";"54.0";"9237.29";"153.95";"1785.43";"753.27";"66.76";"174.85";"9.54";"928.13";"76.3";"94.49";"5.65";"77.54";"10.95";"3.53";"0.88";"60.05";"3471.88";"156.2";"705.62";"316.12";"27.62";"85.12";"4.5";"401.25";"32.12";"38.62";"2.0";"27.38";"4.12";"1.25";"0.5";"21.12";"3065.75";"151.49";"558.0";"217.0";"19.62";"38.62";"2.25";"255.62";"21.88";"28.25";"2.0";"27.5";"3.62";"1.25";"0.12";"21.38";"4686.01";"156.2";"952.39";"426.68";"37.29";"114.89";"6.07";"541.57";"43.36";"52.13";"2.7";"36.95";"5.57";"1.69";"0.67";"28.51";"4544.66";"151.49";"827.18";"321.68";"29.09";"57.26";"3.34";"378.94";"32.43";"41.88";"2.96";"40.77";"5.37";"1.85";"0.19";"31.69"
"Wally Fofana";"W. Fofana";"42989";"2002-05-04";"BFC Daugavpils";"2952";"LVA - Virsliga";"222";"2025/2025";"128";"Midfield";"76.83";"42.31";"20.36";"21.96";"9";"0";"9266.67";"120.61";"1534.33";"584.22";"57.67";"197.22";"11.0";"781.44";"68.67";"28.73";"29.58";"30.61";"32.3";"94.78";"4.89";"84.0";"13.0";"3.56";"0.73";"0.78";"0.89";"1.4";"null";"44.0";"1.98";"2.85";"10854.66";"120.61";"1797.27";"684.34";"67.55";"231.02";"12.89";"915.36";"80.43";"111.02";"5.73";"98.39";"15.23";"4.16";"1.04";"51.54";"9551.05";"159.18";"1980.64";"782.27";"74.37";"260.6";"13.39";"1042.86";"87.76";"98.63";"4.41";"76.73";"10.24";"2.99";"0.79";"59.24";"3225.0";"158.43";"647.56";"299.44";"27.44";"113.56";"5.78";"413.0";"33.22";"33.33";"1.67";"22.22";"3.22";"1.11";"0.22";"15.56";"3510.56";"159.88";"749.22";"252.22";"25.0";"70.22";"3.67";"322.44";"28.67";"36.22";"1.44";"31.89";"4.0";"1.0";"0.33";"26.22";"4753.0";"158.43";"954.37";"441.32";"40.45";"167.36";"8.52";"608.68";"48.96";"49.13";"2.46";"32.75";"4.75";"1.64";"0.33";"22.93";"4796.41";"159.88";"1023.65";"344.61";"34.16";"95.94";"5.01";"440.55";"39.17";"49.49";"1.97";"43.57";"5.47";"1.37";"0.46";"35.83"
"Momodou Bojang";"M. Bojang";"42990";"2001-06-19";"Seinäjoen Jalkapallokerho";"2507";"FIN - Veikkausliiga";"323";"2025/2025";"128";"Center Forward";"63.96";"37.14";"19.58";"17.57";"6";"0";"7450.0";"116.48";"914.17";"500.0";"61.83";"401.17";"18.17";"901.17";"80.0";"33.22";"33.38";"34.58";"35.1";"71.17";"6.83";"58.0";"14.83";"5.17";"0.65";"0.67";"2.5";"1.2";"1.2";"34.0";"1.86";"2.86";"10482.93";"116.48";"1286.33";"703.55";"87.01";"564.48";"25.56";"1268.04";"112.57";"100.14";"9.62";"81.61";"20.87";"7.27";"3.52";"47.84";"8822.05";"147.03";"1333.98";"730.12";"92.61";"625.13";"27.19";"1355.25";"119.8";"86.69";"6.19";"62.19";"13.46";"3.77";"1.88";"50.61";"2752.83";"140.61";"382.5";"220.17";"27.5";"207.83";"8.5";"428.0";"36.0";"30.33";"2.5";"20.0";"3.83";"1.67";"0.83";"15.5";"2708.67";"154.19";"443.33";"231.83";"29.83";"179.17";"8.33";"411.0";"38.17";"23.33";"1.33";"18.5";"4.5";"0.67";"0.33";"15.83";"4218.3";"140.61";"586.12";"337.37";"42.14";"318.47";"13.02";"655.85";"55.16";"46.48";"3.83";"30.65";"5.87";"2.55";"1.28";"23.75";"4625.81";"154.19";"757.12";"395.92";"50.95";"305.98";"14.23";"701.9";"65.18";"39.85";"2.28";"31.59";"7.69";"1.14";"0.57";"27.04"
"Ian Hoffmann";"I. Hoffmann";"43194";"2001-09-08";"Kristiansund BK";"1814";"NOR - Eliteserien";"124";"2025/2025";"128";"Full Back";"88.92";"52.72";"23.8";"28.92";"23";"0";"10244.91";"115.21";"1539.09";"624.22";"59.17";"188.78";"11.83";"813.0";"71.0";"28.76";"30.26";"30.6";"32.63";"114.04";"8.26";"96.35";"18.22";"6.09";"0.58";"0.59";"1.65";"1.1";"1.2";"41.43";"1.88";"2.62";"10369.23";"115.21";"1557.76";"631.79";"59.89";"191.07";"11.97";"822.87";"71.86";"115.43";"8.36";"97.52";"18.44";"6.16";"1.67";"41.94";"8578.22";"142.97";"1550.17";"652.76";"59.53";"199.71";"11.53";"852.47";"71.06";"98.37";"6.38";"73.48";"11.97";"4.4";"1.34";"43.54";"3386.57";"142.29";"645.39";"287.52";"25.83";"101.35";"5.39";"388.87";"31.22";"35.65";"3.0";"26.7";"4.7";"2.22";"0.7";"13.65";"4150.87";"143.53";"716.7";"286.04";"26.48";"74.13";"4.74";"360.17";"31.22";"50.78";"2.61";"37.87";"5.83";"1.65";"0.48";"24.61";"4268.65";"142.29";"813.49";"362.41";"32.55";"127.75";"6.8";"490.16";"39.35";"44.94";"3.78";"33.65";"5.92";"2.79";"0.88";"17.21";"4305.95";"143.53";"743.47";"296.73";"27.47";"76.9";"4.92";"373.63";"32.38";"52.68";"2.71";"39.28";"6.04";"1.71";"0.5";"25.53"
