"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Change of Direction Count P60BIP"
"Rami Kaib";"R. Kaib";"28138";"1997-05-08";"Halmstads BK";"1735";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"90,45";"49,93";"22,03";"27,9";"12";"1";"10861,92";"120,09";"1627,25";"607,67";"54,83";"185,58";"10,42";"793,25";"65,25";"28,66";"29,6";"116,5";"5,92";"94,58";"15,58";"4,67";"0,69";"0,75";"1,08";"1,3";"2,02";"39,5";"1,93";"2,63";"10807,71";"120,09";"1619,13";"604,63";"54,56";"184,66";"10,36";"789,29";"64,92";"115,92";"5,89";"94,11";"15,51";"4,64";"1,08";"39,3";"9158,17";"152,64";"1713,93";"673,25";"59,58";"204,59";"10,92";"877,84";"70,5";"101,04";"4,81";"72,8";"10,62";"3402,83";"154,44";"657,0";"262,92";"22,25";"94,25";"4,58";"357,17";"26,83";"35,83";"1,67";"24,67";"3,83";"1,25";"0,42";"12,33";"4218,17";"151,21";"769,25";"297,33";"27,33";"76,0";"4,5";"373,33";"31,83";"48,25";"2,33";"35,92";"5,0";"1,75";"0,58";"24,17";"4633,21";"154,44";"894,55";"357,98";"30,3";"128,33";"6,24";"486,31";"36,54";"48,79";"2,27";"33,59";"5,22";"1,7";"0,57";"16,79";"4536,34";"151,21";"827,27";"319,76";"29,4";"81,73";"4,84";"401,49";"34,23";"51,89";"2,51";"38,63";"5,38";"1,88";"0,63";"25,99";"1,2";"3,61";"43,86"
"Simon Olsson";"S. Olsson";"28139";"1997-09-14";"IF Elfsborg";"1483";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"91,15";"51,73";"24,37";"27,37";"19";"0";"11292,53";"123,89";"1859,0";"509,74";"39,74";"60,26";"3,63";"570,0";"43,37";"26,15";"28,02";"98,21";"2,74";"89,26";"10,63";"1,63";"0,67";"0,78";"0,42";"1,38";"1,67";"31,89";"1,96";"2,83";"11150,05";"123,89";"1835,55";"503,31";"39,24";"59,5";"3,59";"562,81";"42,82";"96,97";"2,7";"88,14";"10,5";"1,61";"0,42";"31,49";"9591,76";"159,86";"2004,76";"565,6";"43,83";"65,25";"3,11";"630,86";"46,94";"87,78";"1,95";"72,33";"7,75";"3792,05";"155,61";"759,0";"162,63";"13,89";"16,42";"0,84";"179,05";"14,74";"32,05";"0,89";"26,16";"2,63";"0,37";"0,05";"13,68";"4478,32";"163,65";"969,58";"325,05";"23,89";"39,84";"1,84";"364,89";"25,74";"43,63";"0,79";"36,21";"4,05";"0,37";"0,11";"16,26";"4668,4";"155,61";"934,41";"200,22";"17,11";"20,22";"1,04";"220,43";"18,14";"39,46";"1,1";"32,2";"3,24";"0,45";"0,06";"16,85";"4909,4";"163,65";"1062,91";"356,34";"26,19";"43,68";"2,02";"400,02";"28,21";"47,83";"0,87";"39,7";"4,44";"0,4";"0,12";"17,83";"0,18";"0,85";"34,73"
"Simon Strand";"S. Strand";"28141";"1993-05-25";"Hammarby IF";"1478";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"73,38";"43,59";"28,56";"15,04";"3";"0";"8692,67";"118,46";"1468,0";"753,67";"57,67";"337,0";"14,33";"1090,67";"72,0";"29,63";"29,63";"107,67";"6,33";"82,33";"20,0";"3,67";"0,7";"0,71";"2,33";"null";"null";"33,67";"2,5";"2,92";"10661,81";"118,46";"1800,55";"924,39";"70,73";"413,34";"17,58";"1337,73";"88,31";"132,06";"7,77";"100,98";"24,53";"4,5";"2,86";"41,29";"8805,25";"146,75";"1710,77";"795,97";"73,86";"322,06";"17,89";"1118,03";"91,75";"108,73";"6,42";"72,03";"14,68";"4097,67";"143,5";"752,67";"332,0";"31,33";"129,33";"8,33";"461,33";"39,67";"49,0";"2,33";"35,33";"6,33";"1,0";"0,67";"19,0";"2300,0";"152,94";"490,33";"246,33";"22,33";"104,67";"4,67";"351,0";"27,0";"30,0";"2,33";"17,0";"4,33";"1,33";"1,0";"11,67";"4304,94";"143,5";"790,74";"348,79";"32,92";"135,88";"8,75";"484,67";"41,67";"51,48";"2,45";"37,12";"6,65";"1,05";"0,7";"19,96";"4588,1";"152,94";"978,13";"491,39";"44,55";"208,79";"9,31";"700,18";"53,86";"59,84";"4,65";"33,91";"8,64";"2,66";"1,99";"23,27";"2,29";"3,21";"42,21"
"August Erlingmark";"A. Erlingmark";"28150";"1998-04-22";"IFK Göteborg";"1480";"SWE - Allsvenskan";"90";"2025/2025";"128";"Central Defender";"97,61";"53,25";"27,01";"26,25";"26";"1";"10433,12";"106,88";"1238,23";"419,19";"37,65";"111,92";"6,08";"531,12";"43,73";"27,8";"29,74";"105,85";"4,27";"83,62";"10,96";"2,27";"0,64";"0,69";"0,58";"1,41";"1,41";"20,65";"2,11";"2,79";"9619,44";"106,88";"1141,66";"386,5";"34,72";"103,19";"5,6";"489,69";"40,32";"97,59";"3,94";"77,09";"10,11";"2,09";"0,53";"19,04";"8199,96";"136,67";"1186,51";"426,96";"38,18";"112,97";"5,33";"539,93";"43,51";"83,98";"2,9";"63,01";"6,63";"3570,38";"132,2";"446,23";"118,58";"11,35";"31,81";"1,31";"150,38";"12,65";"32,31";"1,0";"25,04";"2,69";"0,31";"0,15";"5,58";"3707,69";"141,26";"606,88";"260,38";"22,54";"68,46";"3,42";"328,85";"25,96";"42,23";"1,58";"30,88";"3,19";"0,81";"0,27";"12,62";"3965,96";"132,2";"495,67";"131,71";"12,6";"35,33";"1,45";"167,05";"14,06";"35,89";"1,11";"27,81";"2,99";"0,34";"0,17";"6,19";"4237,88";"141,26";"693,67";"297,62";"25,76";"78,25";"3,91";"375,87";"29,67";"48,27";"1,8";"35,3";"3,65";"0,92";"0,31";"14,42";"0,48";"1,26";"20,5"
"Rasmus Wikström";"R. Wikström";"28153";"2001-03-18";"IF Elfsborg";"1483";"SWE - Allsvenskan";"90";"2025/2025";"128";"Central Defender";"95,03";"53,2";"25,67";"27,53";"17";"0";"10371,82";"109,14";"1260,47";"377,76";"34,35";"127,88";"5,53";"505,65";"39,88";"29,75";"32,02";"98,88";"4,71";"79,41";"7,59";"3,06";"0,56";"0,67";"1,06";"1,11";"1,24";"19,29";"2,1";"2,81";"9822,69";"109,14";"1193,74";"357,76";"32,53";"121,11";"5,24";"478,88";"37,77";"93,65";"4,46";"75,21";"7,19";"2,9";"1,0";"18,27";"8242,04";"137,37";"1221,23";"380,67";"34,43";"125,79";"5,11";"506,46";"39,54";"81,73";"3,58";"61,3";"5,11";"3362,0";"130,98";"414,65";"74,88";"7,71";"20,71";"0,88";"95,59";"8,59";"26,41";"1,35";"20,82";"1,82";"0,76";"0,47";"4,18";"3945,94";"143,33";"668,18";"262,65";"22,82";"90,82";"3,65";"353,47";"26,47";"46,06";"1,82";"33,53";"2,71";"0,71";"0,12";"13,24";"3929,31";"130,98";"484,62";"87,52";"9,01";"24,2";"1,03";"111,72";"10,04";"30,87";"1,58";"24,34";"2,13";"0,89";"0,55";"4,88";"4299,76";"143,33";"728,09";"286,2";"24,87";"98,97";"3,97";"385,16";"28,84";"50,19";"1,99";"36,54";"2,95";"0,77";"0,13";"14,42";"0,66";"1,66";"19,64"
"Rasmus Wikström";"R. Wikström";"28153";"2001-03-18";"IF Elfsborg";"1483";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"93,97";"51,47";"25,13";"26,34";"8";"0";"10518,62";"111,94";"1359,5";"523,12";"48,38";"169,38";"8,88";"692,5";"57,25";"29,12";"30,08";"110,38";"5,12";"94,38";"13,5";"2,25";"0,79";"0,89";"0,75";"1,65";"null";"27,5";"2,26";"3,08";"10074,6";"111,94";"1302,11";"501,04";"46,33";"162,23";"8,5";"663,27";"54,83";"105,72";"4,91";"90,39";"12,93";"2,16";"0,72";"26,34";"8514,43";"141,91";"1364,84";"551,36";"49,25";"175,72";"8,89";"727,08";"58,14";"90,63";"4,08";"69,79";"9,91";"3441,25";"136,92";"486,5";"138,88";"13,88";"37,0";"2,12";"175,88";"16,0";"30,62";"1,62";"24,75";"3,12";"0,62";"0,38";"7,0";"3863,12";"146,67";"684,38";"334,12";"28,38";"113,75";"5,5";"447,88";"33,88";"47,12";"1,88";"35,12";"5,38";"0,62";"0,12";"18,0";"4107,59";"136,92";"580,7";"165,77";"16,56";"44,16";"2,54";"209,93";"19,1";"36,56";"1,94";"29,54";"3,73";"0,75";"0,45";"8,36";"4399,98";"146,67";"779,48";"380,56";"32,32";"129,56";"6,26";"510,12";"38,58";"53,67";"2,14";"40,01";"6,12";"0,71";"0,14";"20,5";"0,58";"1,46";"29,14"
"Tim Prica";"T. Prica";"28172";"2002-04-23";"IFK Norrköping";"1484";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"67,82";"36,49";"17,16";"19,33";"7";"0";"7545,57";"111,26";"1078,14";"528,43";"53,14";"159,0";"10,71";"687,43";"63,86";"28,81";"29,32";"88,0";"7,86";"68,86";"17,43";"5,29";"0,73";"0,82";"1,29";"1,68";"null";"32,57";"1,91";"2,93";"10013,78";"111,26";"1430,81";"701,28";"70,53";"211,01";"14,22";"912,29";"84,75";"116,79";"10,43";"91,38";"23,13";"7,01";"1,71";"43,23";"8566,06";"142,77";"1537,52";"788,26";"78,45";"236,76";"14,33";"1025,01";"92,78";"98,18";"5,87";"68,12";"18,09";"2387,86";"139,14";"430,0";"212,0";"22,0";"73,86";"4,57";"285,86";"26,57";"30,57";"2,0";"18,0";"3,71";"1,14";"0,71";"12,57";"2822,14";"145,99";"505,14";"267,43";"25,71";"70,14";"4,14";"337,57";"29,86";"29,14";"1,57";"23,43";"7,29";"1,14";"0,14";"17,0";"4174,11";"139,14";"751,66";"370,59";"38,46";"129,11";"7,99";"499,69";"46,45";"53,44";"3,5";"31,47";"6,49";"2,0";"1,25";"21,98";"4379,73";"145,99";"783,94";"415,03";"39,91";"108,86";"6,43";"523,88";"46,34";"45,23";"2,44";"36,36";"11,31";"1,77";"0,22";"26,38";"1,41";"3,76";"48,62"
"Tim Prica";"T. Prica";"28172";"2002-04-23";"IFK Norrköping";"1484";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"73,07";"38,57";"15,89";"22,68";"6";"0";"8416,33";"115,18";"1275,67";"611,17";"57,67";"235,83";"11,83";"847,0";"69,5";"30,08";"30,44";"93,33";"6,17";"75,0";"16,0";"4,17";"0,8";"0,95";"0,33";"null";"null";"32,0";"2,07";"2,65";"10366,05";"115,18";"1571,19";"752,75";"71,03";"290,47";"14,57";"1043,21";"85,6";"114,95";"7,6";"92,37";"19,71";"5,13";"0,41";"39,41";"8964,74";"149,41";"1755,41";"876,28";"80,89";"353,62";"15,81";"1229,9";"96,7";"106,29";"6,22";"76,48";"15,3";"2390,83";"150,47";"469,83";"266,5";"24,17";"108,0";"5,83";"374,5";"30,0";"28,33";"2,33";"17,5";"3,17";"1,67";"0,17";"13,83";"3372,33";"148,67";"658,67";"296,83";"27,83";"119,33";"4,33";"416,17";"32,17";"40,0";"1,67";"31,67";"6,67";"0,83";"0,0";"16,17";"4514,16";"150,47";"887,1";"503,18";"45,63";"203,92";"11,01";"707,1";"56,64";"53,5";"4,41";"33,04";"5,98";"3,15";"0,31";"26,12";"4460,1";"148,67";"871,12";"392,58";"36,81";"157,83";"5,73";"550,4";"42,54";"52,9";"2,2";"41,88";"8,82";"1,1";"0,0";"21,38";"0,26";"3,89";"46,67"
"Sven Henrik Olof Castegren";"H. Castegren";"28174";"1996-03-28";"IK Sirius";"1487";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"95,22";"54,8";"27,89";"26,91";"16";"0";"10851,06";"113,96";"1597,88";"521,31";"45,69";"120,5";"6,94";"641,81";"52,62";"27,44";"29,24";"116,56";"6,12";"100,19";"14,5";"3,94";"0,6";"0,7";"0,69";"1,4";"1,67";"30,5";"2,0";"2,66";"10256,0";"113,96";"1510,25";"492,72";"43,18";"113,89";"6,56";"606,62";"49,74";"110,17";"5,79";"94,69";"13,7";"3,72";"0,65";"28,83";"8589,77";"143,16";"1536,42";"531,55";"44,75";"120,5";"6,3";"652,05";"51,05";"92,38";"4,38";"70,75";"9,58";"3897,44";"139,73";"638,19";"154,81";"14,38";"32,31";"1,75";"187,12";"16,12";"37,56";"1,62";"29,5";"3,38";"0,94";"0,12";"7,0";"3948,19";"146,72";"765,12";"330,69";"26,5";"77,75";"4,0";"408,44";"30,5";"46,81";"2,38";"35,12";"5,38";"1,25";"0,31";"21,0";"4192,05";"139,73";"686,43";"166,51";"15,46";"34,76";"1,88";"201,27";"17,34";"40,4";"1,75";"31,73";"3,63";"1,01";"0,13";"7,53";"4401,48";"146,72";"852,97";"368,65";"29,54";"86,68";"4,46";"455,33";"34,0";"52,19";"2,65";"39,16";"5,99";"1,39";"0,35";"23,41";"0,48";"2,39";"30,66"
"Simon Thern";"S. Thern";"28181";"1992-09-18";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Midfield";"80,59";"45,81";"22,89";"22,93";"15";"0";"9710,0";"120,48";"1558,4";"520,8";"43,2";"82,47";"4,8";"603,27";"48,0";"27,11";"28,4";"102,47";"3,33";"91,07";"10,0";"2,27";"0,73";"0,84";"0,27";"null";"null";"28,87";"2,06";"2,84";"10843,63";"120,48";"1740,34";"581,6";"48,24";"92,09";"5,36";"673,7";"53,6";"114,43";"3,72";"101,7";"11,17";"2,53";"0,3";"32,24";"9254,2";"154,24";"1887,88";"647,92";"52,47";"101,19";"4,98";"749,11";"57,45";"97,44";"3,06";"78,93";"7,51";"3429,27";"149,84";"652,0";"201,27";"17,2";"31,47";"1,8";"232,73";"19,0";"34,93";"1,27";"27,53";"2,6";"0,53";"0,07";"10,07";"3637,0";"158,62";"789,53";"293,47";"22,87";"45,8";"2,0";"339,27";"24,87";"39,47";"1,07";"32,73";"3,13";"0,6";"0,0";"16,73";"4495,32";"149,84";"854,69";"263,83";"22,55";"41,25";"2,36";"305,08";"24,91";"45,79";"1,66";"36,09";"3,41";"0,7";"0,09";"13,2";"4758,63";"158,62";"1033,02";"383,97";"29,92";"59,92";"2,62";"443,89";"32,54";"51,64";"1,4";"42,83";"4,1";"0,79";"0,0";"21,89";"0,09";"1,48";"35,1"
"Simon Thern";"S. Thern";"28181";"1992-09-18";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"51,23";"28,88";"14,48";"14,4";"3";"0";"6254,33";"122,09";"1060,67";"423,33";"32,0";"90,0";"6,33";"513,33";"38,33";"27,43";"27,43";"65,0";"3,0";"52,0";"10,0";"2,0";"null";"null";"0,33";"null";"null";"24,0";"null";"3,25";"10987,98";"122,09";"1863,44";"743,74";"56,22";"158,12";"11,13";"901,85";"67,35";"114,2";"5,27";"91,36";"17,57";"3,51";"0,59";"42,16";"9398,92";"156,65";"2045,86";"817,24";"63,02";"177,99";"11,08";"995,23";"74,11";"99,73";"4,16";"72,03";"13,85";"2187,67";"151,11";"427,33";"140,67";"12,67";"37,33";"2,0";"178,0";"14,67";"23,67";"1,0";"16,33";"2,33";"0,67";"0,33";"8,33";"2336,0";"162,22";"557,33";"252,67";"17,67";"48,33";"3,33";"301,0";"21,0";"24,33";"1,0";"18,33";"4,33";"0,67";"0,0";"14,33";"4533,15";"151,11";"885,5";"291,48";"26,25";"77,36";"4,14";"368,84";"30,39";"49,04";"2,07";"33,84";"4,83";"1,38";"0,69";"17,27";"4866,67";"162,22";"1161,11";"526,39";"36,81";"100,69";"6,94";"627,08";"43,75";"50,69";"2,08";"38,19";"9,03";"1,39";"0,0";"29,86";"0,69";"2,77";"47,1"
"Christoffer Nyman";"C. Nyman";"28182";"1992-10-05";"IFK Norrköping";"1484";"SWE - Allsvenskan";"90";"2025/2025";"128";"Center Forward";"96,96";"52,19";"23,61";"28,58";"26";"0";"10680,0";"110,15";"1470,23";"604,81";"56,46";"159,31";"9,62";"764,12";"66,08";"28,41";"30,22";"106,12";"7,04";"87,0";"12,0";"4,27";"0,64";"0,68";"1,08";"1,18";"1,37";"37,0";"1,95";"2,74";"9913,6";"110,15";"1364,73";"561,41";"52,41";"147,88";"8,93";"709,28";"61,34";"98,5";"6,53";"80,76";"11,14";"3,96";"1,0";"34,34";"8448,2";"140,8";"1488,8";"646,41";"59,65";"168,92";"8,89";"815,33";"68,54";"87,25";"5,35";"64,56";"8,58";"3225,81";"136,63";"572,69";"272,38";"26,88";"88,92";"4,65";"361,31";"31,54";"39,31";"2,69";"24,92";"3,85";"1,81";"0,69";"17,27";"4122,23";"144,25";"722,23";"289,85";"25,0";"58,0";"3,08";"347,85";"28,08";"36,58";"1,96";"31,23";"3,62";"0,88";"0,04";"17,42";"4098,93";"136,63";"727,7";"346,11";"34,16";"112,99";"5,91";"459,1";"40,07";"49,95";"3,42";"31,67";"4,89";"2,3";"0,88";"21,94";"4327,51";"144,25";"758,2";"304,28";"26,24";"60,89";"3,23";"365,17";"29,48";"38,4";"2,06";"32,79";"3,8";"0,93";"0,04";"18,29";"0,84";"3,1";"39,89"
"Thomas Poppler Isherwood";"T. Isherwood";"28204";"1998-01-28";"AIK";"524";"SWE - Allsvenskan";"90";"2025/2025";"128";"Central Defender";"92,53";"48,04";"21,98";"26,06";"24";"0";"10561,79";"114,14";"1504,67";"519,71";"44,17";"142,38";"7,58";"662,08";"51,75";"28,11";"29,54";"107,21";"4,62";"85,25";"12,75";"3,12";"0,58";"0,72";"0,88";"1,37";"1,68";"32,21";"1,78";"2,65";"10272,56";"114,14";"1463,46";"505,48";"42,96";"138,48";"7,38";"643,95";"50,33";"104,27";"4,5";"82,92";"12,4";"3,04";"0,85";"31,33";"8938,18";"148,97";"1557,61";"559,65";"47,93";"161,83";"7,44";"721,49";"55,37";"88,25";"3,28";"66,82";"8,01";"3117,54";"141,83";"485,54";"104,33";"9,88";"21,17";"1,04";"125,5";"10,92";"25,0";"0,71";"20,08";"1,88";"0,33";"0,04";"6,21";"4039,42";"154,99";"761,67";"343,79";"28,5";"108,42";"4,92";"452,21";"33,42";"45,67";"1,92";"33,42";"4,54";"1,17";"0,42";"22,33";"4254,82";"141,83";"662,67";"142,39";"13,48";"28,89";"1,42";"171,28";"14,9";"34,12";"0,97";"27,41";"2,56";"0,45";"0,06";"8,47";"4649,81";"154,99";"876,76";"395,74";"32,81";"124,8";"5,66";"520,54";"38,47";"52,57";"2,21";"38,47";"5,23";"1,34";"0,48";"25,71";"0,57";"1,87";"35,65"
"Thomas Poppler Isherwood";"T. Isherwood";"28204";"1998-01-28";"AIK";"524";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"81,07";"43,48";"17,66";"25,82";"3";"0";"9433,0";"116,36";"1384,33";"449,67";"44,33";"120,33";"8,33";"570,0";"52,67";"28,07";"28,07";"101,33";"5,33";"89,0";"13,33";"5,33";"0,85";"0,85";"1,67";"null";"null";"35,33";"2,27";"null";"10472,49";"116,36";"1536,88";"499,22";"49,22";"133,59";"9,25";"632,81";"58,47";"112,5";"5,92";"98,81";"14,8";"5,92";"1,85";"39,23";"8948,02";"149,13";"1600,82";"551,09";"52,44";"156,4";"9,2";"707,49";"61,64";"97,52";"5,06";"79,12";"8,74";"2658,0";"150,5";"464,0";"115,67";"12,33";"27,33";"1,33";"143,0";"13,67";"24,0";"1,33";"18,67";"2,0";"1,33";"0,0";"7,67";"3826,0";"148,2";"696,0";"283,67";"25,67";"86,0";"5,33";"369,67";"31,0";"46,67";"2,33";"38,67";"4,33";"2,33";"0,67";"24,0";"4515,0";"150,5";"788,17";"196,48";"20,95";"46,43";"2,26";"242,91";"23,21";"40,77";"2,26";"31,71";"3,4";"2,26";"0,0";"13,02";"4445,97";"148,2";"808,78";"329,63";"29,83";"99,94";"6,2";"429,57";"36,02";"54,23";"2,71";"44,93";"5,04";"2,71";"0,77";"27,89";"0,92";"5,06";"43,7"
"Axel Björnström";"A. Björnström";"28220";"1995-09-10";"IFK Värnamo";"2394";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"88,7";"51,61";"23,95";"27,66";"26";"1";"10210,77";"115,12";"1533,0";"695,15";"61,77";"244,35";"12,46";"939,5";"74,23";"29,29";"30,68";"120,19";"7,65";"100,77";"16,69";"5,35";"0,54";"0,58";"1,73";"1,34";"1,42";"34,88";"1,85";"2,85";"10360,87";"115,12";"1555,54";"705,37";"62,68";"247,94";"12,64";"953,31";"75,32";"121,96";"7,77";"102,25";"16,94";"5,42";"1,76";"35,4";"8605,76";"143,43";"1567,96";"744,43";"64,53";"262,32";"12,48";"1006,74";"77,0";"102,49";"6,22";"74,37";"10,78";"3445,38";"143,86";"621,58";"317,38";"27,0";"137,69";"5,77";"455,08";"32,77";"37,5";"2,54";"26,96";"4,27";"2,0";"0,73";"11,0";"3956,31";"143,06";"727,0";"322,88";"28,5";"87,92";"4,96";"410,81";"33,46";"50,65";"2,81";"37,0";"5,0";"1,42";"0,5";"21,19";"4315,84";"143,86";"778,61";"397,57";"33,82";"172,48";"7,23";"570,05";"41,05";"46,97";"3,18";"33,77";"5,35";"2,51";"0,92";"13,78";"4291,66";"143,06";"788,62";"350,25";"30,92";"95,38";"5,38";"445,63";"36,3";"54,95";"3,05";"40,14";"5,42";"1,54";"0,54";"22,99";"1,43";"3,98";"37,43"
"Adam Mikael Sven Ståhl";"A. Ståhl";"28221";"1994-10-08";"Djurgardens IF";"522";"SWE - Allsvenskan";"90";"2025/2025";"128";"Full Back";"84,74";"46,22";"24,78";"21,44";"13";"1";"9648,15";"113,85";"1309,54";"588,08";"57,54";"234,0";"13,08";"822,08";"70,62";"29,92";"31,5";"103,46";"6,62";"84,92";"14,38";"4,31";"0,65";"0,73";"1,62";"1,27";"null";"30,15";"1,79";"2,73";"10246,45";"113,85";"1390,74";"624,54";"61,11";"248,51";"13,89";"873,05";"74,99";"109,88";"7,03";"90,19";"15,28";"4,57";"1,72";"32,02";"8661,63";"144,36";"1453,44";"692,12";"64,51";"280,6";"14,58";"972,72";"79,09";"95,56";"5,59";"67,8";"10,78";"3401,92";"137,27";"493,08";"224,46";"22,31";"105,85";"5,23";"330,31";"27,54";"35,46";"2,31";"25,69";"3,85";"1,54";"0,46";"10,54";"3270,31";"152,56";"626,54";"308,69";"27,38";"110,31";"6,0";"419,0";"33,38";"38,15";"2,0";"26,54";"4,46";"1,08";"0,69";"16,85";"4118,0";"137,27";"596,87";"271,71";"27,0";"128,13";"6,33";"399,83";"33,34";"42,93";"2,79";"31,1";"4,66";"1,86";"0,56";"12,76";"4576,87";"152,56";"876,85";"432,02";"38,33";"154,38";"8,4";"586,4";"46,72";"53,4";"2,8";"37,14";"6,24";"1,51";"0,97";"23,58";"1,5";"3,4";"35,55"
"Adam Mikael Sven Ståhl";"A. Ståhl";"28221";"1994-10-08";"Djurgardens IF";"522";"SWE - Allsvenskan";"90";"2025/2025";"128";"Wide Attacker";"89,01";"46,3";"23,75";"22,55";"5";"1";"10012,6";"112,49";"1364,0";"550,0";"53,4";"215,8";"11,4";"765,8";"64,8";"30,22";"30,22";"96,8";"5,8";"77,8";"14,0";"2,8";"0,73";"0,75";"1,0";"1,58";"null";"39,4";"2,07";"3,08";"10123,96";"112,49";"1379,17";"556,12";"53,99";"218,2";"11,53";"774,32";"65,52";"97,88";"5,86";"78,67";"14,16";"2,83";"1,01";"39,84";"8843,31";"147,39";"1561,67";"671,84";"62,21";"264,9";"12,44";"936,74";"74,65";"92,02";"5,18";"64,54";"10,37";"3379,0";"142,27";"515,8";"264,0";"25,4";"139,0";"6,6";"403,0";"32,0";"37,4";"2,0";"25,8";"3,2";"1,2";"0,6";"17,6";"3444,6";"152,78";"689,2";"254,4";"22,6";"65,4";"3,0";"319,8";"25,6";"33,6";"2,0";"24,0";"4,8";"0,8";"0,2";"19,0";"4268,21";"142,27";"651,54";"333,47";"32,08";"175,58";"8,34";"509,05";"40,42";"47,24";"2,53";"32,59";"4,04";"1,52";"0,76";"22,23";"4583,29";"152,78";"917,03";"338,5";"30,07";"87,02";"3,99";"425,52";"34,06";"44,71";"2,66";"31,93";"6,39";"1,06";"0,27";"25,28";"1,04";"2,59";"47,43"
